customer_id,segment,relationship_start,credit_limit,payment_terms_days,status,location_id,sales_rep_id
C_219026,A,2020-05-11,38000.0,0,غیرفعال,LOC-014,REP-001
C_221542,C,2021-11-01,176000.0,0,غیرفعال,LOC-009,REP-001
C_222193,A,2020-08-31,146000.0,30,غیرفعال,LOC-012,REP-008
C_224505,B,2021-06-21,426000.0,0,غیرفعال,LOC-008,REP-005
C_226745,B,2020-06-08,15000.0,0,غیرفعال,LOC-014,REP-003
C_227683,B,2020-12-28,1491000.0,0,غیرفعال,LOC-014,REP-008
C_227779,B,2019-12-30,61000.0,0,فعال,LOC-007,REP-004
C_233299,A,2021-02-15,467000.0,30,غیرفعال,LOC-014,REP-003
C_233724,B,2020-01-06,406000.0,0,غیرفعال,LOC-005,REP-003
C_235399,C,2020-05-11,16000.0,0,غیرفعال,LOC-011,REP-001
C_235625,A,2020-06-22,13000.0,0,غیرفعال,LOC-011,REP-006
C_237191,A,2022-02-21,5299000.0,0,فعال,LOC-011,REP-003
C_237751,B,2020-08-03,399000.0,0,غیرفعال,LOC-013,REP-003
C_238413,A,2020-11-30,13000.0,0,غیرفعال,LOC-004,REP-001
C_239085,C,2020-02-10,394000.0,0,غیرفعال,LOC-011,REP-008
C_240236,B,2020-06-15,6827000.0,30,فعال,LOC-003,REP-004
C_242469,B,2020-01-13,55000.0,30,غیرفعال,LOC-012,REP-007
C_242632,C,2020-08-17,116000.0,0,غیرفعال,LOC-005,REP-008
C_243568,C,2021-11-29,82000.0,0,فعال,LOC-006,REP-006
C_244106,A,2020-04-20,140000.0,0,غیرفعال,LOC-005,REP-001
C_244489,A,2020-12-21,39000.0,0,غیرفعال,LOC-011,REP-007
C_244560,C,2021-10-04,3072000.0,0,غیرفعال,LOC-005,REP-004
C_245948,A,2020-01-06,8961000.0,90,فعال,LOC-008,REP-001
C_247907,C,2020-05-11,280000.0,0,غیرفعال,LOC-015,REP-004
C_249009,A,2020-07-20,120000.0,0,غیرفعال,LOC-009,REP-006
C_249135,B,2020-01-27,23000.0,0,فعال,LOC-014,REP-002
C_249788,B,2020-01-20,79000.0,0,غیرفعال,LOC-016,REP-003
C_251455,C,2020-01-20,216000.0,0,غیرفعال,LOC-007,REP-001
C_257237,A,2021-07-19,6000.0,0,غیرفعال,LOC-007,REP-005
C_257260,B,2021-08-09,21000.0,0,غیرفعال,LOC-016,REP-002
C_258325,B,2020-01-13,869000.0,90,فعال,LOC-003,REP-005
C_258818,C,2021-07-05,748000.0,30,غیرفعال,LOC-006,REP-002
C_263291,B,2020-08-17,21000.0,0,غیرفعال,LOC-015,REP-007
C_265163,C,2021-03-29,832000.0,0,غیرفعال,LOC-003,REP-002
C_265923,B,2022-01-31,132000.0,0,فعال,LOC-011,REP-004
C_267443,C,2020-02-10,195000.0,0,فعال,LOC-007,REP-006
C_268031,C,2020-03-16,21000.0,0,غیرفعال,LOC-008,REP-002
C_269097,A,2021-04-26,5976000.0,0,فعال,LOC-003,REP-003
C_272108,B,2020-12-21,5000.0,0,غیرفعال,LOC-007,REP-001
C_274912,C,2020-02-03,1339000.0,0,غیرفعال,LOC-004,REP-005
C_276262,A,2021-02-01,43000.0,0,فعال,LOC-005,REP-006
C_276942,C,2020-05-25,2094000.0,0,فعال,LOC-006,REP-006
C_277610,C,2022-01-24,1612000.0,0,فعال,LOC-004,REP-006
C_281145,C,2021-05-03,180000.0,0,غیرفعال,LOC-013,REP-007
C_282539,B,2020-11-09,385000.0,0,غیرفعال,LOC-004,REP-005
C_282979,C,2020-02-17,916000.0,30,فعال,LOC-004,REP-005
C_284990,A,2020-02-03,579000.0,0,فعال,LOC-006,REP-006
C_287115,A,2020-08-31,14000.0,0,غیرفعال,LOC-008,REP-004
C_287361,A,2020-02-17,148000.0,45,غیرفعال,LOC-012,REP-007
C_292582,A,2020-10-26,2212000.0,30,غیرفعال,LOC-016,REP-008
C_297913,B,2020-01-06,41000.0,0,فعال,LOC-012,REP-008
C_298468,C,2020-02-03,360000.0,0,فعال,LOC-004,REP-001
C_298813,A,2020-03-02,48000.0,0,غیرفعال,LOC-012,REP-002
C_299317,B,2020-02-17,11700000.0,0,فعال,LOC-011,REP-008
C_299825,C,2020-07-27,178000.0,0,غیرفعال,LOC-010,REP-005
C_302517,A,2022-03-28,128000.0,0,فعال,LOC-002,REP-004
C_303006,B,2020-04-27,3056000.0,0,فعال,LOC-002,REP-003
C_304036,C,2020-03-30,3163000.0,30,فعال,LOC-007,REP-004
C_304462,B,2021-11-15,5000.0,0,غیرفعال,LOC-013,REP-007
C_307303,B,2021-07-05,140000.0,0,غیرفعال,LOC-008,REP-005
C_310107,C,2020-02-17,2298000.0,0,غیرفعال,LOC-001,REP-005
C_312584,C,2021-03-01,70000.0,0,غیرفعال,LOC-003,REP-005
C_314119,C,2020-07-13,1283000.0,0,غیرفعال,LOC-011,REP-008
C_315505,C,2020-01-27,3216000.0,0,فعال,LOC-010,REP-001
C_316786,A,2020-12-07,1585000.0,0,غیرفعال,LOC-012,REP-005
C_317124,C,2020-11-02,1179000.0,0,فعال,LOC-016,REP-002
C_317216,C,2020-04-27,92000.0,0,فعال,LOC-001,REP-005
C_322219,C,2020-02-10,1319000.0,0,غیرفعال,LOC-015,REP-002
C_322315,B,2020-01-27,162000.0,0,غیرفعال,LOC-006,REP-001
C_322699,C,2020-08-10,5000.0,0,غیرفعال,LOC-004,REP-006
C_323248,C,2020-06-29,810000.0,0,غیرفعال,LOC-006,REP-007
C_324442,B,2022-03-21,24000.0,45,فعال,LOC-005,REP-007
C_328236,B,2019-12-16,2105000.0,90,فعال,LOC-002,REP-004
C_328349,A,2020-04-27,427000.0,0,غیرفعال,LOC-005,REP-007
C_328434,C,2020-05-11,163000.0,0,غیرفعال,LOC-002,REP-002
C_328511,C,2021-10-18,186000.0,0,فعال,LOC-008,REP-002
C_328979,A,2020-01-27,173000.0,0,غیرفعال,LOC-016,REP-002
C_329432,A,2020-05-04,2644000.0,0,فعال,LOC-010,REP-002
C_330550,B,2020-01-06,331000.0,0,غیرفعال,LOC-008,REP-007
C_334349,A,2020-01-13,29000.0,0,غیرفعال,LOC-014,REP-002
C_334474,A,2021-08-16,7255000.0,0,فعال,LOC-012,REP-005
C_335322,A,2022-02-21,640000.0,0,فعال,LOC-002,REP-008
C_335730,C,2020-03-16,1951000.0,0,فعال,LOC-012,REP-005
C_336021,A,2020-03-02,112000.0,0,فعال,LOC-011,REP-007
C_337945,C,2022-03-07,5000.0,0,فعال,LOC-003,REP-007
C_338236,C,2021-10-04,4581000.0,0,فعال,LOC-012,REP-001
C_342153,C,2021-03-08,19000.0,0,غیرفعال,LOC-002,REP-008
C_342564,B,2020-02-17,1904000.0,0,فعال,LOC-009,REP-002
C_346978,C,2020-03-16,63000.0,0,غیرفعال,LOC-011,REP-002
C_348438,A,2020-02-10,242000.0,0,غیرفعال,LOC-006,REP-008
C_350091,A,2020-05-25,47000.0,0,غیرفعال,LOC-007,REP-007
C_352205,C,2020-01-20,3703000.0,0,فعال,LOC-015,REP-006
C_352740,B,2020-03-09,282000.0,0,غیرفعال,LOC-004,REP-007
C_354860,B,2020-08-17,149000.0,0,غیرفعال,LOC-002,REP-001
C_357434,A,2019-12-23,1039000.0,0,فعال,LOC-014,REP-002
C_358504,A,2020-05-04,1594000.0,0,فعال,LOC-005,REP-004
C_360737,B,2020-09-21,8000.0,0,غیرفعال,LOC-002,REP-002
C_361181,C,2020-02-03,5389000.0,30,فعال,LOC-006,REP-001
C_361746,C,2021-08-09,426000.0,0,غیرفعال,LOC-005,REP-003
C_365032,A,2020-02-17,295000.0,0,غیرفعال,LOC-011,REP-006
C_365277,A,2020-03-02,1734000.0,0,فعال,LOC-014,REP-006
C_365405,C,2021-11-08,6759000.0,30,فعال,LOC-005,REP-008
C_371497,A,2020-05-11,284000.0,0,فعال,LOC-005,REP-003
C_374172,A,2019-12-30,87000.0,0,غیرفعال,LOC-006,REP-003
C_376135,B,2020-03-16,226000.0,0,غیرفعال,LOC-005,REP-003
C_376594,A,2020-01-20,1279000.0,30,غیرفعال,LOC-007,REP-006
C_377241,C,2019-12-30,41000.0,0,غیرفعال,LOC-014,REP-004
C_378580,C,2020-07-13,786000.0,0,غیرفعال,LOC-003,REP-007
C_379035,C,2020-11-16,14000.0,0,غیرفعال,LOC-015,REP-002
C_381828,B,2020-03-23,5000.0,0,غیرفعال,LOC-006,REP-001
C_382272,B,2020-07-13,6000.0,0,فعال,LOC-007,REP-005
C_382534,C,2020-05-25,1529000.0,0,فعال,LOC-010,REP-007
C_385527,B,2020-07-27,374000.0,0,فعال,LOC-007,REP-003
C_385862,A,2019-12-30,629000.0,0,غیرفعال,LOC-007,REP-005
C_386162,C,2021-06-28,10000.0,0,غیرفعال,LOC-001,REP-001
C_387172,A,2020-01-20,318000.0,0,غیرفعال,LOC-016,REP-007
C_387585,B,2022-04-18,6631000.0,0,فعال,LOC-008,REP-004
C_389645,A,2020-05-25,211000.0,0,غیرفعال,LOC-005,REP-001
C_389825,C,2022-04-18,1375000.0,0,فعال,LOC-004,REP-008
C_390208,A,2020-12-28,305000.0,0,غیرفعال,LOC-007,REP-007
C_391166,A,2020-03-30,1841000.0,0,فعال,LOC-001,REP-004
C_391675,C,2022-04-11,117000.0,0,فعال,LOC-013,REP-006
C_392302,B,2020-04-13,496000.0,0,غیرفعال,LOC-003,REP-007
C_392933,A,2021-06-14,29000.0,0,غیرفعال,LOC-005,REP-007
C_395264,A,2021-06-07,1076000.0,0,غیرفعال,LOC-011,REP-003
C_398853,B,2019-12-30,1374000.0,30,غیرفعال,LOC-006,REP-006
C_401016,C,2020-03-30,13000.0,0,غیرفعال,LOC-016,REP-003
C_410063,B,2020-03-02,212000.0,0,غیرفعال,LOC-008,REP-003
C_411261,A,2020-02-03,4042000.0,0,فعال,LOC-003,REP-006
C_411612,A,2021-04-19,232000.0,30,غیرفعال,LOC-004,REP-007
C_412212,C,2020-04-06,410000.0,0,غیرفعال,LOC-014,REP-004
C_412635,B,2019-12-23,474000.0,0,فعال,LOC-015,REP-002
C_415428,C,2020-03-09,2518000.0,0,غیرفعال,LOC-008,REP-002
C_416625,B,2020-01-27,77000.0,0,غیرفعال,LOC-016,REP-002
C_417601,B,2020-06-15,1430000.0,0,فعال,LOC-011,REP-003
C_419410,C,2021-02-15,990000.0,0,فعال,LOC-013,REP-006
C_420287,A,2020-03-02,279000.0,30,غیرفعال,LOC-003,REP-008
C_420849,C,2020-07-27,2352000.0,0,فعال,LOC-003,REP-003
C_420879,B,2020-02-24,348000.0,0,غیرفعال,LOC-002,REP-006
C_421083,A,2020-03-02,2438000.0,90,فعال,LOC-002,REP-003
C_421536,A,2019-12-16,617000.0,0,غیرفعال,LOC-011,REP-002
C_422566,A,2020-10-19,40000.0,0,غیرفعال,LOC-004,REP-005
C_422697,A,2020-02-17,1061000.0,0,غیرفعال,LOC-002,REP-003
C_426424,B,2021-08-30,211000.0,0,فعال,LOC-016,REP-006
C_426816,B,2020-04-20,2238000.0,0,فعال,LOC-015,REP-004
C_427824,B,2021-05-10,196000.0,0,غیرفعال,LOC-004,REP-001
C_428127,A,2020-02-24,1221000.0,0,فعال,LOC-001,REP-008
C_431599,B,2021-06-14,1191000.0,0,غیرفعال,LOC-012,REP-005
C_431655,B,2020-05-18,797000.0,0,فعال,LOC-008,REP-005
C_432760,C,2021-11-08,1554000.0,0,فعال,LOC-014,REP-002
C_433939,B,2020-06-22,281000.0,0,غیرفعال,LOC-011,REP-006
C_439356,C,2020-03-02,240000.0,0,غیرفعال,LOC-001,REP-001
C_440132,A,2021-07-19,279000.0,0,فعال,LOC-007,REP-006
C_442101,C,2020-10-19,97000.0,0,غیرفعال,LOC-007,REP-006
C_444616,C,2020-01-06,1429000.0,0,فعال,LOC-011,REP-001
C_445916,B,2020-03-23,1301000.0,0,فعال,LOC-011,REP-004
C_445923,B,2021-05-10,132000.0,0,غیرفعال,LOC-010,REP-002
C_451428,C,2020-03-23,565000.0,0,غیرفعال,LOC-009,REP-003
C_451674,A,2020-04-27,5000.0,0,غیرفعال,LOC-004,REP-005
C_453891,C,2020-02-10,615000.0,0,غیرفعال,LOC-002,REP-002
C_455087,A,2020-07-06,516000.0,0,غیرفعال,LOC-015,REP-003
C_459713,A,2021-08-30,1336000.0,0,فعال,LOC-004,REP-005
C_459867,B,2021-05-17,170000.0,0,غیرفعال,LOC-003,REP-003
C_464759,A,2020-11-30,1740000.0,30,غیرفعال,LOC-012,REP-007
C_465208,B,2021-05-24,2736000.0,0,غیرفعال,LOC-011,REP-006
C_465481,B,2020-01-13,1126000.0,30,فعال,LOC-006,REP-002
C_466143,C,2021-02-22,185000.0,0,غیرفعال,LOC-007,REP-007
C_467066,C,2020-02-17,132000.0,0,غیرفعال,LOC-011,REP-007
C_467314,A,2020-02-10,433000.0,0,غیرفعال,LOC-003,REP-007
C_468189,A,2020-07-06,266000.0,0,فعال,LOC-007,REP-003
C_468898,B,2019-12-23,121000.0,0,فعال,LOC-013,REP-007
C_469142,C,2020-08-03,1109000.0,0,فعال,LOC-002,REP-003
C_471976,C,2021-08-02,62000.0,0,غیرفعال,LOC-002,REP-004
C_472366,B,2021-11-08,4523000.0,0,فعال,LOC-001,REP-007
C_472861,B,2022-02-07,171000.0,0,فعال,LOC-001,REP-007
C_473035,B,2020-02-17,2840000.0,30,فعال,LOC-001,REP-007
C_473635,B,2020-10-05,5000.0,0,غیرفعال,LOC-008,REP-005
C_474104,C,2020-04-20,386000.0,0,غیرفعال,LOC-016,REP-005
C_476658,B,2021-09-06,2176000.0,0,فعال,LOC-009,REP-008
C_477520,C,2020-02-03,424000.0,0,غیرفعال,LOC-013,REP-007
C_479701,B,2021-08-09,17000.0,0,فعال,LOC-007,REP-008
C_479796,A,2020-01-06,1351000.0,30,فعال,LOC-007,REP-004
C_482570,A,2020-01-20,45000.0,0,فعال,LOC-007,REP-008
C_482910,B,2021-11-22,818000.0,30,غیرفعال,LOC-014,REP-002
C_483668,A,2020-07-27,811000.0,0,غیرفعال,LOC-015,REP-004
C_483750,B,2020-02-03,719000.0,0,غیرفعال,LOC-004,REP-002
C_486114,A,2020-02-03,14000.0,0,غیرفعال,LOC-006,REP-007
C_489616,A,2021-02-22,91000.0,0,غیرفعال,LOC-014,REP-008
C_490597,B,2020-08-24,187000.0,0,غیرفعال,LOC-006,REP-002
C_491628,C,2021-08-16,5475000.0,30,فعال,LOC-007,REP-005
C_491950,C,2021-05-10,193000.0,0,غیرفعال,LOC-009,REP-004
C_495457,A,2021-08-16,11000.0,0,غیرفعال,LOC-002,REP-003
C_495883,A,2020-06-01,30000.0,0,غیرفعال,LOC-015,REP-007
C_497112,A,2021-05-24,699000.0,30,غیرفعال,LOC-006,REP-005
C_502843,B,2019-12-23,82000.0,0,غیرفعال,LOC-016,REP-008
C_503606,A,2020-06-01,474000.0,0,غیرفعال,LOC-002,REP-002
C_503953,B,2021-03-29,1222000.0,30,غیرفعال,LOC-011,REP-006
C_505416,A,2021-06-07,19000.0,0,غیرفعال,LOC-004,REP-005
C_507964,A,2021-07-19,1112000.0,30,فعال,LOC-005,REP-008
C_508661,A,2020-01-27,164000.0,0,غیرفعال,LOC-002,REP-005
C_512037,B,2020-01-20,355000.0,0,فعال,LOC-001,REP-004
C_512992,C,2020-03-09,2284000.0,0,فعال,LOC-006,REP-004
C_514318,A,2020-05-18,727000.0,0,فعال,LOC-002,REP-005
C_514467,A,2020-01-13,181000.0,30,غیرفعال,LOC-010,REP-006
C_515250,C,2021-08-30,103000.0,0,غیرفعال,LOC-008,REP-006
C_518441,A,2020-01-27,1150000.0,0,غیرفعال,LOC-003,REP-006
C_519849,A,2020-06-22,744000.0,0,غیرفعال,LOC-008,REP-005
C_520232,B,2021-08-02,422000.0,30,غیرفعال,LOC-009,REP-008
C_523504,B,2020-11-23,1102000.0,30,غیرفعال,LOC-013,REP-002
C_524968,C,2020-03-09,20000.0,0,فعال,LOC-016,REP-005
C_527060,B,2020-10-12,1933000.0,30,فعال,LOC-007,REP-007
C_528949,C,2020-03-16,380000.0,0,غیرفعال,LOC-005,REP-008
C_530981,A,2021-08-09,4559000.0,0,فعال,LOC-014,REP-007
C_531140,A,2022-05-02,82000.0,0,فعال,LOC-007,REP-002
C_531512,A,2020-06-22,1079000.0,0,غیرفعال,LOC-003,REP-005
C_531868,B,2020-12-21,177000.0,0,غیرفعال,LOC-005,REP-003
C_535492,C,2020-12-28,45000.0,0,غیرفعال,LOC-016,REP-006
C_535756,C,2019-12-30,7508000.0,0,فعال,LOC-013,REP-007
C_537815,B,2020-02-24,29000.0,0,غیرفعال,LOC-003,REP-001
C_537870,C,2020-06-29,653000.0,0,غیرفعال,LOC-006,REP-004
C_538682,C,2022-02-14,21000.0,0,فعال,LOC-009,REP-007
C_544893,A,2020-07-20,171000.0,0,غیرفعال,LOC-012,REP-002
C_545560,A,2020-02-17,171000.0,0,غیرفعال,LOC-003,REP-008
C_547873,B,2021-05-24,59000.0,0,فعال,LOC-009,REP-008
C_548964,B,2019-12-23,72000.0,0,فعال,LOC-008,REP-001
C_551070,C,2021-01-25,5000.0,0,غیرفعال,LOC-014,REP-006
C_551361,A,2019-12-30,7258000.0,0,فعال,LOC-015,REP-003
C_565005,C,2022-04-25,17000.0,0,فعال,LOC-011,REP-007
C_565037,B,2020-06-29,13000.0,0,غیرفعال,LOC-014,REP-001
C_565612,A,2020-01-27,1129000.0,0,غیرفعال,LOC-013,REP-001
C_566726,C,2020-04-06,406000.0,0,فعال,LOC-009,REP-003
C_568392,B,2020-02-03,1699000.0,0,فعال,LOC-012,REP-001
C_569368,B,2021-07-12,179000.0,0,غیرفعال,LOC-011,REP-002
C_571033,A,2021-06-28,219000.0,0,فعال,LOC-004,REP-004
C_571084,C,2021-04-26,5000.0,0,غیرفعال,LOC-012,REP-005
C_571164,B,2022-04-11,5090000.0,0,فعال,LOC-014,REP-002
C_573297,C,2020-02-03,6028000.0,0,فعال,LOC-012,REP-002
C_573925,B,2020-03-02,1040000.0,0,غیرفعال,LOC-010,REP-002
C_575212,C,2020-12-07,1658000.0,0,غیرفعال,LOC-009,REP-005
C_575381,A,2020-04-13,188000.0,0,فعال,LOC-004,REP-005
C_578215,A,2021-10-11,795000.0,0,فعال,LOC-014,REP-003
C_578664,B,2020-08-24,10000.0,0,غیرفعال,LOC-014,REP-008
C_579127,C,2021-11-22,12000.0,0,غیرفعال,LOC-012,REP-005
C_579810,C,2020-03-02,9000.0,0,غیرفعال,LOC-008,REP-003
C_582486,A,2020-02-03,686000.0,0,غیرفعال,LOC-011,REP-002
C_585824,A,2020-06-15,238000.0,0,فعال,LOC-001,REP-004
C_585944,A,2020-02-10,453000.0,0,غیرفعال,LOC-013,REP-004
