customer_id,snapshot_date,recency_days,tenure_days,relationship_days,freq_90d,freq_180d,freq_365d,freq_trend,monetary_90d,monetary_365d,avg_txn_size,gap_mean_days,gap_std_days,avg_delay_days,max_delay_days,delay_trend,on_time_ratio,bounced_check_rate,bounced_check_count,days_since_last_bounce,collection_completeness,crm_collection_pressure,credit_limit,payment_terms_days,wallet_share,wallet_share_trend,competitor_diversity,nunique_product_365d,nunique_group_365d,dev_request_count,dev_approved_ratio,dev_rejected_ratio,crm_sample_requests,cash_ratio_365d,cash_ratio_trend,avg_margin_pct,return_rate,complaint_count_365d,critical_complaint_count,unresolved_complaints,crm_quality_issues,crm_interaction_count,segment_A,segment_B,has_collection_history,has_wallet_data,has_margin_data,y_retention,y_collection,y_loyalty
C_482570,2020-06-01,49,133,133,2,7,7,-3,57789.29,103762.45,5764.580555555555,16.8,11.713240371477058,30.857142857142858,48.0,0.0,0.14285714285714285,0.0,0,9999,0.9902771185530026,0,45000.0,0,,,0,13,3,0,0.0,0.0,0,0.1111111111111111,-0.2857142857142857,0.09339995860996932,0.0,0,0,0,1,3,1,0,1,0,1,0,,
C_180745,2020-06-01,35,168,168,2,5,5,-1,296526.47000000003,677723.19,7701.399886363636,33.25,11.954775893619532,16.75,35.0,0.0,0.0,0.0,0,9999,0.8252719816183359,0,2356000.0,30,,,0,14,2,0,0.0,0.0,0,0.6931818181818182,-0.75,0.0653209231191403,0.0,0,0,0,0,1,0,1,1,0,1,1,1.0,
C_593639,2020-06-01,0,161,161,28,43,43,13,3612440.28,6280502.55,32882.21230366492,8.05,2.564432839727663,20.680851063829788,54.0,0.0,0.0851063829787234,0.02127659574468085,1,119,0.8878195981307261,0,2369000.0,30,,,0,7,2,1,0.0,0.0,2,0.3769633507853403,0.2048941798941799,0.08302546857389845,0.0,1,1,1,0,6,1,0,1,0,1,1,1.0,
C_908293,2020-06-01,28,140,140,1,4,4,-2,162697.84,175300.24,15936.385454545454,37.333333333333336,28.29016319029166,30.2,33.0,0.0,0.0,0.0,0,9999,1.0,0,245000.0,0,,,0,2,2,0,0.0,0.0,0,1.0,0.0,,0.0,0,0,0,0,1,0,0,1,0,0,1,1.0,
C_714619,2020-06-01,0,133,133,29,34,34,24,5523588.17,6581796.9,44774.12857142858,8.3125,3.8073394034855013,17.93548387096774,48.0,0.0,0.16129032258064516,0.0,0,9999,0.7672748166993727,2,651000.0,0,,,0,12,3,1,0.0,0.0,0,1.0,0.0,0.08186927578560883,7.345530649226633e-05,0,0,0,0,7,0,0,1,0,1,1,1.0,
C_328434,2020-06-01,7,21,21,2,2,2,2,213726.43,213726.43,35621.07166666666,14.0,,21.333333333333332,33.0,0.0,0.3333333333333333,0.0,0,9999,0.8785156800682068,0,163000.0,0,,,0,3,1,0,0.0,0.0,1,1.0,0.0,0.03579824748877959,0.0,0,0,0,0,4,0,0,1,0,1,0,,
C_144468,2020-06-01,21,126,126,21,35,35,7,11224576.48,17946118.07,142429.5084920635,7.5,1.8708286933869707,23.951219512195124,54.0,0.0,0.04878048780487805,0.0,0,9999,0.8865049972336441,0,1508000.0,0,,,0,6,1,1,0.0,0.0,1,1.0,0.0,0.09635624981103258,0.0,1,1,0,1,4,0,1,1,0,1,1,1.0,
C_117580,2020-06-01,0,112,112,154,171,171,137,11088831.76,12313431.23,22802.650425925927,7.0,0.0,27.62146892655367,55.0,0.0,0.05649717514124294,0.01694915254237288,3,0,0.8228143180201121,1,604000.0,0,,,0,42,5,0,0.0,0.0,0,0.9037037037037037,-0.10766045548654246,0.08649650252196023,0.0007778085857916118,1,0,0,0,1,0,1,1,0,1,1,1.0,
C_603968,2020-06-01,0,119,119,25,30,30,20,1397845.15,1739560.94,23507.58027027027,9.153846153846153,4.412976203692806,19.323529411764707,49.0,0.0,0.14705882352941177,0.0,0,9999,0.7770697415176498,0,1348000.0,90,,,0,18,4,0,0.0,0.0,0,0.35135135135135137,-0.7619047619047619,0.07886502640986612,0.0,0,0,0,0,0,1,0,1,0,1,1,1.0,
C_412635,2020-06-01,0,161,161,12,32,32,-8,299642.17,639657.46,12793.1492,8.05,2.564432839727663,21.542857142857144,51.0,0.0,0.08571428571428572,0.0,0,9999,0.9095562334253088,1,474000.0,0,,,0,20,3,0,0.0,0.0,0,1.0,0.0,0.10989709245649375,0.00020336189319219303,0,0,0,0,3,0,1,1,0,1,1,0.0,
C_479796,2020-06-01,0,147,147,30,52,52,8,869226.18,1503081.24,9453.341132075471,7.0,0.0,21.65,49.0,0.0,0.08333333333333333,0.0,0,9999,0.9075849619412454,0,1351000.0,30,,,0,67,6,2,0.0,0.0,1,0.018867924528301886,0.030303030303030304,0.07374531760849015,0.0,0,0,0,1,2,1,0,1,0,1,1,1.0,
C_051706,2020-06-01,0,133,133,37,46,46,28,1461671.73,1946488.41,13063.680604026846,8.866666666666667,5.59166045702586,24.48,50.0,0.0,0.04,0.0,0,9999,0.9126993723019394,0,1734000.0,90,,,0,53,4,1,1.0,0.0,2,0.08053691275167785,-0.13403263403263405,0.10200401511546699,0.0,0,0,0,0,3,0,0,1,0,1,1,1.0,
C_746892,2020-06-01,0,154,154,23,51,51,-5,3799599.82,6699951.14,9041.769419703103,10.266666666666667,7.878240074195929,28.32758620689655,56.0,0.0,0.05172413793103448,0.0,0,9999,0.9399335530079702,0,4392000.0,90,,,0,115,6,3,0.6666666666666666,0.0,0,0.252361673414305,-0.36552461552461557,0.08517135052913856,0.001668932022846951,5,0,1,0,1,1,0,1,0,1,1,0.0,
C_672256,2020-06-01,0,154,154,7,17,17,-3,1455511.25,3595094.75,51358.49642857143,12.833333333333334,12.60471292329928,26.94736842105263,48.0,0.0,0.05263157894736842,0.0,0,9999,0.8524426873589354,0,3067000.0,0,,,0,2,2,2,0.0,0.0,0,1.0,0.0,0.10612773213921958,0.0,2,0,0,0,2,1,0,1,0,1,1,1.0,
C_122750,2020-06-01,0,133,133,2,3,3,1,286019.72,342922.4,24494.457142857143,66.5,84.14570696119915,32.75,45.0,0.0,0.0,0.0,0,9999,0.950219641528229,0,546000.0,0,,,0,2,2,0,0.0,0.0,0,0.21428571428571427,-1.0,,0.0,0,0,0,0,0,0,0,1,0,0,0,1.0,
C_342564,2020-06-01,7,105,105,6,8,8,4,793032.92,1317971.2,20593.3,16.333333333333332,5.715476066494082,22.3,45.0,0.0,0.2,0.0,0,9999,0.9733405479573455,0,1904000.0,0,,,0,20,2,1,0.0,1.0,0,1.0,0.0,0.08284969816539357,0.0,0,0,0,0,3,0,1,1,0,1,1,1.0,
C_376594,2020-06-01,0,133,133,4,7,7,1,685144.72,971296.27,38851.8508,26.6,28.60594343838357,14.375,32.0,0.0,0.25,0.0,0,9999,0.8934936607962058,0,1279000.0,30,,,0,4,1,0,0.0,0.0,0,0.72,-0.4375,0.13764864583528355,0.0,0,0,0,0,0,1,0,1,0,1,1,1.0,
C_385862,2020-06-01,112,154,154,0,56,56,-56,0.0,4281885.91,31484.455220588236,7.0,0.0,25.303030303030305,56.0,0.0,0.09090909090909091,0.0,0,9999,0.8744206101465231,5,629000.0,0,,,0,26,5,3,0.0,0.0,0,1.0,0.0,0.09041527825011955,0.0,0,0,0,0,11,1,0,1,0,1,0,,
C_172705,2020-06-01,0,147,147,22,44,44,0,95331.68,190474.08,952.3703999999999,7.35,1.565247584249853,25.80851063829787,53.0,0.0,0.06382978723404255,0.0,0,9999,0.8823523389639157,0,33000.0,0,,,0,38,3,2,0.5,0.0,0,1.0,0.0,0.08305784128895474,0.0034944442263143425,0,0,0,0,6,0,0,1,0,1,1,1.0,
C_465481,2020-06-01,0,140,140,17,28,28,6,794835.04,1379723.68,17246.546,9.333333333333334,5.715476066494082,20.58823529411765,55.0,0.0,0.11764705882352941,0.058823529411764705,2,28,0.932029194425365,0,1126000.0,30,,,0,29,3,0,0.0,0.0,1,1.0,0.0,0.10935480345171754,0.0,2,1,1,0,3,0,1,1,0,1,1,1.0,
C_063926,2020-06-01,7,168,168,5,10,10,0,208290.62,370446.27,6615.111964285715,17.88888888888889,7.096556285347923,24.083333333333332,49.0,0.0,0.16666666666666666,0.0,0,9999,1.0,1,735000.0,0,,,0,13,3,0,0.0,0.0,0,0.9642857142857143,0.1466666666666666,0.09948330997478742,0.0,0,0,0,0,3,0,1,1,0,1,1,1.0,
C_474104,2020-06-01,7,42,42,4,4,4,4,836201.5700000001,836201.5700000001,92911.28555555556,11.666666666666666,4.041451884327381,13.2,30.0,0.0,0.2,0.2,1,21,1.0,0,386000.0,0,,,0,5,3,0,0.0,0.0,0,0.6666666666666666,0.0,0.06521922784489317,0.0,0,0,0,1,3,0,0,1,0,1,1,0.0,
C_705680,2020-06-01,0,147,147,2,6,6,-2,72701.11,992700.5800000001,45122.75363636364,36.75,32.01431971269523,39.166666666666664,55.0,0.0,0.0,0.0,0,9999,0.38190131811950784,0,1561000.0,30,,,0,6,2,1,0.0,0.0,0,0.45454545454545453,0.29166666666666663,0.0855645351773593,0.0,0,0,0,0,1,1,0,1,0,1,1,1.0,
C_848211,2020-06-01,7,126,126,7,14,14,0,708673.61,1276056.03,33580.421842105265,13.222222222222221,11.311253000638102,24.307692307692307,47.0,0.0,0.15384615384615385,0.0,0,9999,0.865728678073799,0,5061000.0,30,,,0,22,3,0,0.0,0.0,0,0.5526315789473685,1.0,0.09107579539839646,0.0,0,0,0,0,2,0,0,1,0,1,1,1.0,
C_815913,2020-06-01,7,126,126,18,28,28,8,1187853.91,1816675.6,37075.01224489796,8.5,2.9807071953842406,23.62962962962963,48.0,0.0,0.037037037037037035,0.0,0,9999,0.9178947743889994,2,1066000.0,0,,,0,4,1,0,0.0,0.0,1,1.0,0.0,0.09066311302614355,0.0,1,1,0,0,5,1,0,1,0,1,1,1.0,
C_022240,2020-06-01,0,105,105,9,11,11,7,173787.8,196370.34,10909.463333333333,15.0,11.73314393786536,18.25,40.0,0.0,0.3333333333333333,0.08333333333333333,1,35,0.9358829342557536,0,520000.0,0,,,0,10,2,0,0.0,0.0,0,1.0,0.0,0.06549865113404992,0.0,0,0,0,0,0,0,0,1,0,1,1,1.0,
C_357434,2020-06-01,0,161,161,5,9,9,1,619041.39,1216323.08,64017.00421052632,20.125,7.881941385217223,12.714285714285714,30.0,0.0,0.0,0.0,0,9999,0.5929706439509476,0,1039000.0,0,,,0,6,1,0,0.0,0.0,0,1.0,0.0,0.10011900999004435,0.0,0,0,0,1,2,1,0,1,0,1,1,1.0,
C_932446,2020-06-01,147,168,168,0,8,8,-8,0.0,12899.22,1172.6563636363635,7.0,0.0,38.0,54.0,0.0,0.0,0.0,0,9999,0.9263653151120765,0,6000.0,0,,,0,2,1,0,0.0,0.0,1,1.0,0.0,0.12683072631264325,0.0,0,0,0,0,4,0,0,1,0,1,0,,
C_328236,2020-06-01,7,168,168,4,6,6,2,732183.36,1521530.54,169058.9488888889,40.25,15.521490478258416,13.833333333333334,44.0,0.0,0.3333333333333333,0.0,0,9999,0.730230028770898,0,2105000.0,90,,,0,1,1,0,0.0,0.0,0,0.7777777777777778,-0.5,0.06290902413989369,0.0,1,0,0,0,0,0,1,1,0,1,1,1.0,
C_422697,2020-06-01,42,105,105,4,5,5,3,1804384.59,1921750.14,137267.86714285714,15.75,8.80814017448254,33.666666666666664,47.0,0.0,0.0,0.0,0,9999,0.7946239670886666,1,1061000.0,0,,,0,2,2,1,0.0,1.0,0,1.0,0.0,0.07533025881464916,0.059108066545505385,0,0,0,2,5,1,0,1,0,1,0,,
C_984759,2020-06-01,0,154,154,16,28,28,4,970427.38,1648285.15,19858.857228915662,12.833333333333334,7.209001107622121,24.88888888888889,51.0,0.0,0.05555555555555555,0.0,0,9999,0.8974109364511355,1,660000.0,0,,,0,24,3,0,0.0,0.0,0,0.39759036144578314,0.4660377358490566,0.06978654765937396,0.0,1,1,1,1,4,0,1,1,0,1,1,1.0,
C_853926,2020-06-01,0,98,98,17,20,20,14,613462.6,744069.44,26573.90857142857,7.538461538461538,1.9414506867883017,18.833333333333332,49.0,0.0,0.1111111111111111,0.0,0,9999,0.7595831647110787,1,483000.0,0,,,0,12,3,0,0.0,0.0,0,0.10714285714285714,0.12,0.027604908996622636,0.0,0,0,0,0,1,0,1,1,0,1,1,0.0,
C_690888,2020-06-01,49,49,49,1,1,1,1,95089.18,95089.18,47544.59,,,23.0,23.0,0.0,0.0,0.0,0,9999,0.8800000168263098,0,2812000.0,0,,,0,2,1,0,0.0,0.0,0,1.0,0.0,,0.0,0,0,0,0,0,0,1,1,0,0,1,1.0,
C_937594,2020-06-01,0,105,105,23,26,26,20,7631694.79,8497315.78,202317.04238095236,17.5,11.502173707608488,24.344827586206897,50.0,0.0,0.06896551724137931,0.0,0,9999,0.9140189126877429,0,7312000.0,90,,,0,3,1,0,0.0,0.0,0,0.0,0.0,0.13452607330490313,0.0,0,0,0,0,1,0,0,1,0,1,1,1.0,
C_943921,2020-06-01,0,147,147,3,5,5,1,107244.40999999999,210749.13999999998,13171.821249999999,49.0,24.24871130596428,19.833333333333332,46.0,0.0,0.3333333333333333,0.0,0,9999,0.7929542678086373,0,398000.0,0,,,0,3,1,0,0.0,0.0,0,1.0,0.0,0.08288535381239721,0.0,0,0,0,0,1,0,1,1,0,1,1,1.0,
C_812674,2020-06-01,0,77,77,4,4,4,4,227537.27,227537.27,18961.439166666667,25.666666666666668,26.501572280401277,27.6,47.0,0.0,0.0,0.0,0,9999,1.0,0,1485000.0,0,,,0,4,1,0,0.0,0.0,0,1.0,0.0,,0.0,0,0,0,0,1,0,0,1,0,0,1,1.0,
C_930788,2020-06-01,7,126,126,5,8,8,2,21825.629999999997,35327.11,2717.4700000000003,17.0,8.906926143924924,12.5,35.0,0.0,0.25,0.0,0,9999,0.9398770519298069,0,16000.0,0,,,0,7,1,0,0.0,0.0,0,1.0,0.0,0.09045111130505187,0.0,0,0,0,0,0,0,1,1,0,1,1,1.0,
C_773326,2020-06-01,0,154,154,3,7,7,-1,228301.64,449606.0,6812.212121212121,25.666666666666668,11.430952132988164,14.5,48.0,0.0,0.125,0.0,0,9999,0.9315026712276971,0,155000.0,0,,,0,18,2,0,0.0,0.0,0,1.0,0.0,0.09830274416256052,0.0,0,0,0,2,3,1,0,1,0,1,1,1.0,
C_095017,2020-06-01,0,140,140,2,4,4,0,503512.52,809052.0800000001,47591.29882352942,46.666666666666664,51.597803570823956,25.2,41.0,0.0,0.0,0.0,0,9999,0.9999999999999999,0,1871000.0,0,,,0,4,2,0,0.0,0.0,0,1.0,0.0,0.015460448842256913,0.0,1,0,0,0,1,0,0,1,0,1,1,1.0,
C_421536,2020-06-01,0,168,168,50,60,60,40,3200199.48,3895428.91,25460.319673202615,9.333333333333334,9.899494936611665,21.4,51.0,0.0,0.12307692307692308,0.015384615384615385,1,0,0.8901967408769885,0,617000.0,0,,,0,35,3,1,0.0,0.0,1,0.7973856209150327,-0.23664122137404575,0.07506822360755375,0.003943664560315861,0,0,0,0,2,1,0,1,0,1,1,0.0,
C_838088,2020-06-01,0,133,133,9,16,16,2,1073457.73,1733392.55,42277.86707317073,13.3,3.9735234853828274,22.3125,49.0,0.0,0.125,0.0,0,9999,0.8854294083587702,1,2534000.0,0,,,0,18,4,0,0.0,0.0,0,1.0,0.0,0.11169507508214453,0.0,0,0,0,0,4,0,1,1,0,1,1,0.0,
C_518441,2020-06-01,126,126,126,0,1,1,-1,0.0,167147.62,6685.9048,,,42.0,49.0,0.0,0.0,0.0,0,9999,1.0,1,1150000.0,0,,,0,9,1,1,0.0,1.0,0,1.0,0.0,0.03400451418721044,0.0,0,0,0,0,5,1,0,1,0,1,0,,
C_322219,2020-06-01,0,112,112,9,12,12,6,750799.53,1986402.26,79456.0904,10.181818181818182,4.8128615566663004,24.466666666666665,52.0,0.0,0.06666666666666667,0.0,0,9999,0.9533401557849617,2,1319000.0,0,,,0,4,1,0,0.0,0.0,0,1.0,0.0,0.06285871425622558,0.0,0,0,0,0,2,0,0,1,0,1,1,0.0,
C_877858,2020-06-01,0,140,140,10,20,20,0,231601.08000000002,382433.24,7082.097037037037,9.333333333333334,4.320493798938574,19.105263157894736,50.0,0.0,0.21052631578947367,0.0,0,9999,0.8843378781614276,0,452000.0,0,,,0,25,3,0,0.0,0.0,0,0.2222222222222222,0.2215909090909091,0.10281490104484113,0.0,0,0,0,0,2,1,0,1,0,1,1,1.0,
C_565612,2020-06-01,0,126,126,11,17,17,5,3371584.35,4955362.26,190590.85615384614,9.0,4.278748918514886,14.3,34.0,0.0,0.1,0.0,0,9999,0.9488907941111857,2,1129000.0,0,,,0,2,1,0,0.0,0.0,0,1.0,0.0,0.05127359134884156,0.0,0,0,0,0,2,1,0,1,0,1,1,0.0,
C_590257,2020-06-01,7,147,147,6,15,15,-3,29850.13,70922.6,1390.6392156862746,12.727272727272727,7.5510384595883115,25.63157894736842,53.0,0.0,0.0,0.05263157894736842,1,105,0.7712127022979981,0,68000.0,0,,,0,20,4,0,0.0,0.0,0,1.0,0.0,0.09880922746227536,0.0,0,0,0,1,5,1,0,1,0,1,1,1.0,
C_374172,2020-06-01,119,154,154,0,7,7,-7,0.0,304497.88,5855.7284615384615,7.0,0.0,20.0,40.0,0.0,0.0,0.0,0,9999,0.9355980081043584,3,87000.0,0,,,0,12,2,0,0.0,0.0,0,1.0,0.0,0.049220936139490586,0.002475792033469189,0,0,0,1,5,1,0,1,0,1,0,,
C_336021,2020-06-01,35,91,91,9,10,10,8,10212.23,11597.380000000001,828.3842857142857,9.333333333333334,3.614784456460256,26.307692307692307,56.0,0.0,0.15384615384615385,0.0,0,9999,0.895183222417477,0,112000.0,0,,,0,6,3,0,0.0,0.0,0,1.0,0.0,0.05135450964726375,0.0,0,0,0,0,0,1,0,1,0,1,0,1.0,
C_486114,2020-06-01,0,119,119,2,3,3,1,14633.779999999999,15237.39,5079.13,59.5,14.849242404917497,38.25,53.0,0.0,0.0,0.0,0,9999,0.8712121957894364,0,14000.0,0,,,0,2,2,0,0.0,0.0,0,1.0,0.0,,0.0,0,0,0,0,1,1,0,1,0,0,0,,
C_027096,2020-06-01,0,126,126,4,6,6,2,392857.42,622630.75,47894.67307692308,25.2,13.64551208273255,11.166666666666666,26.0,0.0,0.3333333333333333,0.0,0,9999,0.8508709857327155,0,313000.0,30,,,0,9,2,0,0.0,0.0,0,0.0,0.0,0.09446031124987427,0.0,0,0,0,0,2,1,0,1,0,1,0,0.0,
C_086403,2020-06-01,21,119,119,5,10,10,0,97090.7,263330.61,23939.146363636362,16.333333333333332,9.563820714895625,15.4,39.0,0.0,0.2,0.0,0,9999,0.9750568686260971,0,489000.0,0,,,0,6,3,0,0.0,0.0,0,1.0,0.0,0.09452558924505063,0.0,0,0,0,0,2,0,1,1,0,1,1,0.0,
C_282979,2020-06-01,7,105,105,5,9,9,1,540049.57,744496.35,10948.475735294118,14.0,12.12435565298214,20.6,37.0,0.0,0.2,0.0,0,9999,0.8826942670706177,1,916000.0,30,,,0,14,2,2,0.0,0.0,0,0.5147058823529411,-0.8461538461538461,0.11167478708526803,0.0,0,0,0,1,2,0,0,1,0,1,1,1.0,
C_346978,2020-06-01,42,77,77,2,2,2,2,54841.979999999996,54841.979999999996,7834.568571428571,35.0,,16.0,32.0,0.0,0.5,0.0,0,9999,1.0,0,63000.0,0,,,0,5,1,0,0.0,0.0,1,1.0,0.0,0.0770194715947256,0.0,0,0,0,1,5,0,0,1,0,1,0,,
C_800815,2020-06-01,63,147,147,4,10,10,-2,22643.71,40602.0,3123.230769230769,14.0,10.844353369380768,29.88888888888889,48.0,0.0,0.0,0.0,0,9999,0.6878929609378849,0,47000.0,0,,,0,10,2,0,0.0,0.0,0,1.0,0.0,0.07531752891791996,0.0,0,0,0,0,3,1,0,1,0,1,1,1.0,
C_698497,2020-06-01,0,126,126,25,37,37,13,1490355.3,2113376.45,17465.921074380167,7.411764705882353,1.697749375254331,19.70731707317073,49.0,0.0,0.14634146341463414,0.0,0,9999,0.9182964066813557,0,1336000.0,90,,,0,41,4,1,0.0,0.0,2,0.0,0.0,0.08318276143105094,0.0,1,1,0,0,2,0,0,1,0,1,1,0.0,
C_502843,2020-06-01,21,161,161,1,3,3,-1,21044.84,65630.97,3125.284285714286,70.0,0.0,25.5,33.0,0.0,0.0,0.0,0,9999,0.5454228392479952,0,82000.0,0,,,0,9,1,1,1.0,0.0,0,1.0,0.0,0.1141035143038083,0.0,0,0,0,0,0,0,1,1,0,1,1,1.0,
C_739258,2020-06-01,7,126,126,9,14,14,4,101072.76,155306.1,4437.317142857143,13.222222222222221,5.472151719794001,25.294117647058822,48.0,0.0,0.058823529411764705,0.0,0,9999,0.7909773666327337,0,43000.0,0,,,0,21,5,0,0.0,0.0,0,1.0,0.0,0.10015852655580408,0.0,0,0,0,0,2,0,1,1,0,1,1,1.0,
C_512037,2020-06-01,14,133,133,9,15,15,3,264496.15,414880.5,15365.944444444445,9.916666666666666,3.6045005538110604,26.142857142857142,49.0,0.0,0.0,0.0,0,9999,0.6338065780387364,0,355000.0,0,,,0,3,1,0,0.0,0.0,1,1.0,0.0,0.10040905538906338,0.0,0,0,0,0,4,0,1,1,0,1,1,0.0,
C_939370,2020-06-01,0,147,147,13,19,19,7,433860.95,544153.86,17553.350322580645,12.25,6.06217782649107,27.6,55.0,0.0,0.1,0.0,0,9999,0.81195355298959,0,1206000.0,30,,,0,8,2,0,0.0,0.0,0,0.0967741935483871,-0.03804347826086957,0.08621693941437014,0.0,0,0,0,0,0,1,0,1,0,1,1,0.0,
