customer_id,snapshot_date,recency_days,tenure_days,relationship_days,freq_90d,freq_180d,freq_365d,freq_trend,monetary_90d,monetary_365d,avg_txn_size,gap_mean_days,gap_std_days,avg_delay_days,max_delay_days,delay_trend,on_time_ratio,bounced_check_rate,bounced_check_count,days_since_last_bounce,collection_completeness,crm_collection_pressure,credit_limit,payment_terms_days,wallet_share,wallet_share_trend,competitor_diversity,nunique_product_365d,nunique_group_365d,dev_request_count,dev_approved_ratio,dev_rejected_ratio,crm_sample_requests,cash_ratio_365d,cash_ratio_trend,avg_margin_pct,return_rate,complaint_count_365d,critical_complaint_count,unresolved_complaints,crm_quality_issues,crm_interaction_count,segment_A,segment_B,has_collection_history,has_wallet_data,has_margin_data,segment,status,location_id,sales_rep_id
C_729570,2022-03-01,8,120,120,1,2,2,0,959342.81,987009.47,329003.1566666667,112.0,,33.666666666666664,51.0,0.0,0.0,0.0,0,9999,1.0000000000000002,0,1440000.0,0,0.2900001289806658,0.0310714423907856,2,1,1,0,0.0,0.0,0,1.0,0.0,,0.0,0,0,0,1,3,1,0,1,1,0,A,فعال,LOC-014,REP-001
C_651986,2022-03-01,701,701,701,0,0,0,0,0.0,0.0,0.0,,,21.0,21.0,0.0,0.0,0.0,0,9999,,0,221000.0,0,0.0,0.0,3,0,0,0,0.0,0.0,0,,0.0,,0.0,0,0,0,0,0,0,1,1,1,0,B,غیرفعال,LOC-010,REP-001
C_466143,2022-03-01,372,372,372,0,0,0,0,0.0,0.0,0.0,,,44.0,44.0,0.0,0.0,0.0,0,9999,,0,185000.0,0,0.0,0.0,3,0,0,0,0.0,0.0,1,,0.0,,0.0,0,0,0,0,5,0,0,1,1,0,C,غیرفعال,LOC-007,REP-007
C_137881,2022-03-01,22,22,22,1,1,1,1,1175202.81,1175202.81,587601.405,,,44.0,44.0,0.0,0.0,0.0,0,9999,1.0,0,1763000.0,0,0.2600001568652057,0.0278571596641291,2,2,1,0,0.0,0.0,0,1.0,0.0,,0.0,0,0,0,0,1,0,1,1,1,0,B,فعال,LOC-014,REP-008
C_464759,2022-03-01,449,456,456,0,0,0,0,0.0,0.0,0.0,7.0,,21.0,42.0,0.0,0.3333333333333333,0.0,0,9999,,0,1740000.0,30,0.0,0.0,2,0,0,0,0.0,0.0,0,,0.0,,0.0,0,0,0,0,0,1,0,1,1,0,A,غیرفعال,LOC-012,REP-007
C_754545,2022-03-01,736,736,736,0,0,0,0,0.0,0.0,0.0,,,11.5,23.0,0.0,0.5,0.0,0,9999,,0,9000.0,0,0.0,0.0,2,0,0,0,0.0,0.0,0,,0.0,,0.0,0,0,0,0,0,0,1,1,1,0,B,غیرفعال,LOC-014,REP-008
C_411612,2022-03-01,190,316,316,0,0,8,0,0.0,914687.98,45734.399,21.0,14.683323874382122,27.272727272727277,49.0,0.0,0.0909090909090909,0.0,0,9999,0.8136586751692092,1,232000.0,30,0.0,-0.0803571428571428,3,5,2,0,0.0,0.0,1,0.25,0.0,0.0665794015163235,0.0,0,0,0,0,6,1,0,1,1,1,A,غیرفعال,LOC-004,REP-007
C_622797,2022-03-01,274,645,645,0,0,1,0,0.0,666395.8400000001,333197.92000000004,53.0,55.09688436442361,17.0,34.0,-18.285714285714285,0.125,0.0,0,9999,4.273592044031967,0,1074000.0,0,0.0,0.0,2,2,1,0,0.0,0.0,0,1.0,0.0,0.0405590304925722,0.0,0,0,0,0,1,0,1,1,1,1,B,غیرفعال,LOC-005,REP-003
C_585824,2022-03-01,624,624,624,0,0,0,0,0.0,0.0,0.0,,,36.0,36.0,0.0,0.0,0.0,0,9999,,0,238000.0,0,0.0,0.0,3,0,0,0,0.0,0.0,0,,0.0,,0.0,0,0,0,0,0,1,0,1,1,0,A,فعال,LOC-001,REP-004
C_304462,2022-03-01,106,106,106,0,1,1,-1,0.0,2819.84,2819.84,,,15.0,15.0,0.0,0.0,0.0,0,9999,1.0,0,5000.0,0,0.0,-1.090714787444923e-18,3,1,1,0,0.0,0.0,0,1.0,0.0,,0.0,0,0,0,1,6,0,1,1,1,0,B,غیرفعال,LOC-013,REP-007
C_508661,2022-03-01,680,764,764,0,0,0,0,0.0,0.0,0.0,84.0,,34.0,43.0,0.0,0.0,0.0,0,9999,,0,164000.0,0,0.0,0.0,3,0,0,0,0.0,0.0,0,,0.0,,0.0,0,0,0,0,0,1,0,1,1,0,A,غیرفعال,LOC-002,REP-005
C_427824,2022-03-01,92,295,295,0,1,2,-1,0.0,223463.54,55865.885,203.0,,15.333333333333334,17.0,0.0,0.0,0.0,0,9999,1.0,3,196000.0,0,0.0,-9.573641417934273e-19,3,2,2,0,0.0,0.0,0,1.0,0.0,-0.0069393718042367,0.0,0,0,0,2,5,0,1,1,1,1,B,غیرفعال,LOC-004,REP-001
C_221542,2022-03-01,113,120,120,0,2,2,-2,0.0,174529.47,58176.49,7.0,,29.33333333333333,43.0,0.0,0.0,0.0,0,9999,1.0,0,176000.0,0,0.0,2.503612171734621e-18,2,2,1,0,0.0,0.0,0,1.0,0.0,0.0091322851400875,0.0,0,0,0,0,6,0,0,1,1,1,C,غیرفعال,LOC-009,REP-001
C_440132,2022-03-01,1,225,225,2,3,6,1,196626.64,483573.66,30223.35375,44.8,57.85066983190428,21.125,38.0,0.0,0.0,0.0,0,9999,0.94633510435618,1,279000.0,0,0.3700022826640445,-0.0685704191401851,4,10,2,0,0.0,0.0,2,1.0,0.0,0.0733516215428487,0.0,0,0,0,0,4,1,0,1,1,1,A,فعال,LOC-007,REP-006
C_632933,2022-03-01,15,652,652,1,1,4,1,226276.2,395572.61,35961.14636363636,159.25,117.74088782859872,15.8,34.0,-2.75,0.0,0.0,0,9999,0.4780326676308554,0,340000.0,0,0.3799988564240379,-0.0214287170255629,3,3,1,1,0.0,0.0,2,1.0,0.0,0.0725261105638129,0.0,0,0,0,0,4,0,0,1,1,1,C,فعال,LOC-008,REP-003
C_392302,2022-03-01,232,687,687,0,0,2,0,0.0,498127.54,62265.942500000005,151.66666666666666,74.84873635094539,29.6,51.0,-16.833333333333336,0.2,0.0,0,9999,1.8255258482596644,0,496000.0,0,0.0,0.0,3,7,1,0,0.0,0.0,0,1.0,0.0,0.1525055804714219,0.0,0,0,0,1,2,0,1,1,1,1,B,غیرفعال,LOC-003,REP-007
C_219026,2022-03-01,99,659,659,0,1,6,-1,0.0,73819.33,6710.848181818182,35.0,32.932253693504386,15.941176470588236,38.0,1.636363636363637,0.2352941176470588,0.0588235294117647,1,302,1.7320182938533848,0,38000.0,0,0.0,7.984842692560643e-19,2,8,2,0,0.0,0.0,0,1.0,0.0,0.0758446052941645,0.0,0,0,0,0,1,1,0,1,1,1,A,غیرفعال,LOC-014,REP-001
