customer_id,month_key,estimated_total,our_purchase,main_competitor,wallet_share,month_end
C_040673,2021-08,538.56,0.0,تأمین,0.0,2021-08-31
C_040673,2021-09,129.25,78.84,تأمین,0.6099806576402321,2021-09-30
C_040673,2021-10,582.62,0.0,تأمین,0.0,2021-10-31
C_040673,2021-11,528.77,0.0,تأمین,0.0,2021-11-30
C_040673,2021-12,470.02,0.0,تأمین,0.0,2021-12-31
C_040673,2022-01,660.96,0.0,رقیب X,0.0,2022-01-31
C_040673,2022-02,332.93,0.0,تأمین,0.0,2022-02-28
C_040673,2022-03,1200.48,900.36,تأمین,0.75,2022-03-31
C_040673,2022-04,445.54,0.0,تأمین,0.0,2022-04-30
C_040673,2022-05,391.68,0.0,تأمین,0.0,2022-05-31
C_040673,2022-06,558.14,0.0,تأمین,0.0,2022-06-30
C_042732,2021-07,1553.25,0.0,رقیب X,0.0,2021-07-31
C_042732,2021-08,1164.94,0.0,رقیب Z,0.0,2021-08-31
C_042732,2021-09,6562.67,3215.71,رقیب Y,0.49000025904090866,2021-09-30
C_042732,2021-10,5557.93,2278.75,رقیب X,0.40999976609996885,2021-10-31
C_042732,2021-11,2744.57,1015.49,رقیب X,0.36999967207977935,2021-11-30
C_042732,2021-12,2135.72,0.0,تأمین,0.0,2021-12-31
C_042732,2022-01,1860.66,0.0,رقیب Z,0.0,2022-01-31
C_042732,2022-02,1333.64,986.89,رقیب Z,0.7399973006208571,2022-02-28
C_042732,2022-03,1504.71,0.0,رقیب Z,0.0,2022-03-31
C_042732,2022-04,1164.94,0.0,رقیب Y,0.0,2022-04-30
C_042732,2022-05,1379.07,593.0,رقیب Y,0.4299999274873647,2022-05-31
C_042732,2022-06,2426.95,0.0,رقیب Z,0.0,2022-06-30
C_049314,2021-07,97.0,0.0,رقیب Y,0.0,2021-07-31
C_049314,2021-08,85.0,0.0,رقیب Y,0.0,2021-08-31
C_049314,2021-09,74.0,0.0,رقیب Y,0.0,2021-09-30
C_049314,2021-10,77.0,0.0,رقیب Y,0.0,2021-10-31
C_049314,2021-11,88.0,0.0,رقیب X,0.0,2021-11-30
C_049314,2021-12,100.0,0.0,رقیب X,0.0,2021-12-31
C_049314,2022-01,109.0,0.0,تأمین,0.0,2022-01-31
C_049314,2022-02,74.0,0.0,تأمین,0.0,2022-02-28
C_049314,2022-03,86.0,0.0,تأمین,0.0,2022-03-31
C_049314,2022-04,52.0,0.0,رقیب X,0.0,2022-04-30
C_049314,2022-05,63.0,0.0,رقیب X,0.0,2022-05-31
C_049314,2022-06,130.0,0.0,رقیب X,0.0,2022-06-30
C_050237,2021-07,55045.73,32476.98,رقیب Z,0.5899999872833006,2021-07-31
C_050237,2021-08,125009.15,48753.57,رقیب Z,0.39000001199912165,2021-08-31
C_050237,2021-09,87518.6,30631.51,رقیب Z,0.35,2021-09-30
C_050237,2021-10,65853.67,38195.13,رقیب Z,0.5800000212592555,2021-10-31
C_050237,2021-11,90299.79,55985.87,رقیب Z,0.6200000022148446,2021-11-30
C_050237,2021-12,25327.52,12663.76,رقیب Z,0.5,2021-12-31
C_050237,2022-01,16510.46,0.0,رقیب Z,0.0,2022-01-31
C_050237,2022-02,32632.57,12074.05,رقیب Z,0.36999997242019245,2022-02-28
C_050237,2022-03,46614.22,19111.83,رقیب Z,0.40999999570946377,2022-03-31
C_050237,2022-04,57397.87,25829.04,رقیب Z,0.44999997386662605,2022-04-30
C_050237,2022-05,38995.9,19107.99,رقیب Y,0.4899999743562785,2022-05-31
C_050237,2022-06,33315.76,0.0,رقیب Y,0.0,2022-06-30
C_051392,2021-07,117.0,0.0,رقیب Z,0.0,2021-07-31
C_051392,2021-08,148.0,0.0,رقیب X,0.0,2021-08-31
C_051392,2021-09,58.0,0.0,رقیب X,0.0,2021-09-30
C_051392,2021-10,137.0,0.0,تأمین,0.0,2021-10-31
C_051392,2021-11,126.0,0.0,تأمین,0.0,2021-11-30
C_051392,2021-12,114.0,0.0,تأمین,0.0,2021-12-31
C_051392,2022-01,130.0,0.0,تأمین,0.0,2022-01-31
C_051392,2022-02,63.0,0.0,رقیب Z,0.0,2022-02-28
C_051392,2022-03,52.0,0.0,تأمین,0.0,2022-03-31
C_051392,2022-04,95.0,0.0,تأمین,0.0,2022-04-30
C_051392,2022-05,84.0,0.0,تأمین,0.0,2022-05-31
C_051392,2022-06,118.0,0.0,تأمین,0.0,2022-06-30
C_051535,2021-07,29440.71,20019.68,رقیب Y,0.6799999048935981,2021-07-31
C_051535,2021-08,34115.03,21833.62,رقیب Y,0.6400000234500747,2021-08-31
C_051535,2021-09,40904.12,24542.47,رقیب Y,0.5999999511051698,2021-09-30
C_051535,2021-10,97562.03,31219.85,رقیب Y,0.32000000409995566,2021-10-31
C_051535,2021-11,99100.53,35676.19,رقیب Y,0.3599999919273893,2021-11-30
C_051535,2021-12,21842.99,0.0,رقیب Y,0.0,2021-12-31
C_051535,2022-01,10574.98,6344.99,تأمین,0.6000001891256532,2022-01-31
C_051535,2022-02,31045.77,14901.97,تأمین,0.48000001288420285,2022-02-28
C_051535,2022-03,24435.35,12706.38,تأمین,0.5199999181513668,2022-03-31
C_051535,2022-04,93832.18,37532.87,تأمین,0.39999997868535087,2022-04-30
C_051535,2022-05,32081.89,0.0,تأمین,0.0,2022-05-31
C_051535,2022-06,24345.83,0.0,رقیب X,0.0,2022-06-30
C_051706,2021-07,1574.48,0.0,تأمین,0.0,2021-07-31
C_051706,2021-08,1271.14,0.0,تأمین,0.0,2021-08-31
C_051706,2021-09,1112.25,0.0,تأمین,0.0,2021-09-30
C_051706,2021-10,1430.03,0.0,رقیب X,0.0,2021-10-31
C_051706,2021-11,3268.27,2385.84,رقیب X,0.7300008873195911,2021-11-30
C_051706,2021-12,1546.77,402.16,رقیب X,0.2599998706982939,2021-12-31
C_051706,2022-01,196.79,133.82,رقیب X,0.6800142283652625,2022-01-31
C_051706,2022-02,1744.7,977.03,رقیب X,0.5599988536711182,2022-02-28
C_051706,2022-03,1560.03,0.0,رقیب X,0.0,2022-03-31
C_051706,2022-04,8049.9,2334.47,تأمین,0.2899998757748543,2022-04-30
C_051706,2022-05,7374.33,2433.53,تأمین,0.33000014916609377,2022-05-31
C_051706,2022-06,2051.15,0.0,تأمین,0.0,2022-06-30
C_054476,2021-07,1423.4,0.0,رقیب Y,0.0,2021-07-31
C_054476,2021-08,2600.77,0.0,رقیب Y,0.0,2021-08-31
C_054476,2021-09,1019.22,0.0,رقیب Y,0.0,2021-09-30
C_054476,2021-10,1317.96,0.0,تأمین,0.0,2021-10-31
C_054476,2021-11,1107.09,0.0,تأمین,0.0,2021-11-30
C_054476,2021-12,1722.13,0.0,تأمین,0.0,2021-12-31
C_054476,2022-01,2196.6,0.0,رقیب Z,0.0,2022-01-31
C_054476,2022-02,1985.73,0.0,رقیب Z,0.0,2022-02-28
C_054476,2022-03,1792.43,0.0,رقیب Z,0.0,2022-03-31
C_054476,2022-04,1581.55,0.0,رقیب Z,0.0,2022-04-30
