customer_id,snapshot_date,recency_days,tenure_days,freq_90d,freq_180d,freq_365d,freq_trend,monetary_sum_90d,monetary_avg_90d,monetary_sum_365d,gap_mean_days,gap_std_days,nunique_product_365d,nunique_group_365d,cash_ratio_365d,offer_count,offer_reject_rate,offer_expire_rate,offer_avg_discount_pct,avg_payment_delay_days,bounced_check_rate,wallet_share,has_offer_history,has_payment_history,has_wallet_share,low_history_flag
C_657627,2022-03-01,15,218,5,10,29,0,1563613.93,312722.786,3835861.35,7.25,16.877828980977117,3,3,0.1724137931034483,1,0.0,0.0,2.2,20.11111111111111,0.0,0.4499994313593922,1,1,1,0
C_658292,2022-03-01,309,309,0,0,3,0,0.0,0.0,5415.63,0.0,0.0,3,1,1.0,0,0.0,0.0,0.0,16.0,0.0,0.0,0,1,1,0
C_658638,2022-03-01,106,106,0,1,1,-1,0.0,0.0,188192.79,,,1,1,1.0,0,0.0,0.0,0.0,26.0,0.0,0.0,0,1,1,1
C_661757,2022-03-01,1,771,7,26,39,-12,4000349.4,571478.4857142858,10395684.87,5.460992907801418,14.851415387332354,1,1,1.0,7,0.2857142857142857,0.0,5.514285714285714,22.307692307692307,0.0,0.639999847422004,1,1,1,0
C_662193,2022-03-01,176,757,0,1,18,-1,0.0,0.0,6883910.899999999,5.096491228070176,10.791646472956176,2,1,1.0,2,0.0,0.5,4.35,21.876712328767123,0.0136986301369863,0.0,1,1,1,0
C_662380,2022-03-01,540,687,0,0,0,0,0.0,0.0,0.0,29.4,65.7403985384938,0,0,,0,0.0,0.0,0.0,31.0,0.0,0.0,0,1,1,1
C_664019,2022-03-01,92,771,0,7,9,-7,0.0,0.0,1758768.46,4.115151515151515,17.779272002368945,5,2,1.0,13,0.3076923076923077,0.3846153846153846,4.846153846153846,18.135135135135137,0.0,0.0,1,1,1,0
C_666149,2022-03-01,274,281,0,0,4,0,0.0,0.0,5872.41,2.333333333333333,4.041451884327381,4,3,1.0,0,0.0,0.0,0.0,35.0,0.0,0.0,0,1,1,0
C_698497,2022-03-01,1,764,24,115,284,-67,2315075.23,96461.46791666666,13157078.67,1.1270310192023634,3.3132947483242527,71,4,0.0070422535211267,32,0.15625,0.21875,4.0,21.673366834170853,0.0100502512562814,0.4500002878675349,1,1,1,0
C_745468,2022-03-01,141,764,0,2,4,-2,0.0,0.0,1066293.36,38.9375,83.21736096913112,1,1,1.0,2,0.5,0.0,7.1,27.125,0.0,0.0,1,1,1,0
C_701289,2022-03-01,526,526,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0.0,0.0,0.0,22.5,0.0,0.0,0,1,1,1
C_730316,2022-03-01,610,610,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,1
C_731802,2022-03-01,71,722,1,5,6,-3,102385.82,102385.82,468956.61,17.13157894736842,30.47743609546345,2,1,1.0,1,0.0,0.0,5.3,19.710526315789476,0.0,0.0,1,1,1,0
C_732146,2022-03-01,134,274,0,3,5,-3,0.0,0.0,526536.08,35.0,70.0,1,1,1.0,0,0.0,0.0,0.0,18.0,0.0,0.0,0,1,1,0
C_733251,2022-03-01,694,694,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1
C_734316,2022-03-01,743,743,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0.0,0.0,0.0,29.0,0.0,0.0,0,1,1,1
C_734711,2022-03-01,127,687,0,5,5,-5,0.0,0.0,200986.95,80.0,187.21378154398784,5,1,1.0,0,0.0,0.0,0.0,17.0,0.0,0.0,0,1,1,0
C_730195,2022-03-01,512,512,0,0,0,0,0.0,0.0,0.0,0.0,,0,0,,0,0.0,0.0,0.0,14.0,0.0,0.0,0,1,1,1
C_739258,2022-03-01,57,764,4,8,11,0,22080.92,5520.23,52663.86,9.95774647887324,23.206179361613582,9,3,0.6363636363636364,3,0.0,1.0,4.833333333333333,26.175,0.0,0.0,1,1,1,0
C_739947,2022-03-01,15,680,7,41,92,-27,2840484.22,405783.46,18755360.88,2.7142857142857144,7.228132652306835,3,2,0.6630434782608695,6,0.3333333333333333,0.0,4.966666666666666,26.16149068322981,0.0,0.3799999379053615,1,1,1,0
C_740649,2022-03-01,85,701,1,11,26,-9,1695.82,1695.82,102839.42,17.11111111111111,27.10801439509069,11,2,1.0,0,0.0,0.0,0.0,21.857142857142858,0.0,0.0,0,1,1,0
C_740903,2022-03-01,29,540,3,4,10,2,33524.63,11174.876666666663,70556.95,46.45454545454545,52.87412152719634,9,2,1.0,1,0.0,1.0,5.5,9.5,0.0,0.0,1,1,1,0
C_741459,2022-03-01,204,701,0,0,6,0,0.0,0.0,169097.56,55.22222222222222,150.19219168933,3,2,1.0,1,0.0,0.0,3.2,21.857142857142858,0.0,0.0,1,1,1,0
C_745897,2022-03-01,113,757,0,1,7,-1,0.0,0.0,144808.86,46.0,62.048368229954285,5,1,1.0,0,0.0,0.0,0.0,30.1,0.0,0.0,0,1,1,0
C_633514,2022-03-01,99,337,0,5,15,-5,0.0,0.0,115573.63,17.0,25.71440781411793,9,2,1.0,0,0.0,0.0,0.0,18.33333333333333,0.0,0.0,0,1,1,0
C_739474,2022-03-01,57,610,4,5,11,3,1318947.28,329736.82,2516057.75,16.264705882352942,31.8093838103746,1,1,0.0909090909090909,2,0.5,0.0,3.6,21.157894736842103,0.0,0.0,1,1,1,0
C_730174,2022-03-01,330,330,0,0,4,0,0.0,0.0,32400.3,0.0,0.0,1,1,1.0,0,0.0,0.0,0.0,4.0,0.0,0.0,0,1,1,0
C_729868,2022-03-01,57,785,1,5,10,-3,24562.72,24562.72,82553.81,26.96296296296296,37.38004556267697,5,2,1.0,1,0.0,0.0,5.9,30.25,0.0,0.0,1,1,1,0
C_729570,2022-03-01,8,120,2,3,3,1,959342.81,479671.405,987009.47,56.0,79.19595949289332,1,1,1.0,0,0.0,0.0,0.0,33.666666666666664,0.0,0.2900001289806658,0,1,1,0
C_701486,2022-03-01,533,575,0,0,0,0,0.0,0.0,0.0,2.333333333333333,5.881176352917642,0,0,,2,0.0,0.5,4.9,43.75,0.0,0.0,1,1,1,1
C_703200,2022-03-01,78,344,2,15,27,-11,362079.02,181039.51,3818996.47,10.23076923076923,21.25334362834741,6,1,1.0,2,0.5,0.0,7.5,17.866666666666667,0.0,0.0,1,1,1,0
C_703801,2022-03-01,379,736,0,0,0,0,0.0,0.0,0.0,16.227272727272727,16.22147846641494,0,0,,3,0.0,0.3333333333333333,7.0,26.0,0.0,0.0,1,1,1,1
C_704122,2022-03-01,736,736,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1
C_705572,2022-03-01,8,792,21,68,191,-26,4410789.48,210037.5942857143,17477546.53,1.7155361050328228,4.756578937412718,58,4,0.9319371727748692,25,0.32,0.24,5.172000000000001,23.18354430379747,0.0063291139240506,0.580000495759876,1,1,1,0
C_705680,2022-03-01,344,785,0,0,6,0,0.0,0.0,1199714.05,2.563953488372093,8.291578377958205,4,1,0.0,8,0.25,0.5,3.9375,24.069767441860463,0.0,0.0,1,1,1,0
C_706708,2022-03-01,281,281,0,0,1,0,0.0,0.0,726838.65,,,1,1,1.0,0,0.0,0.0,0.0,28.0,0.0,0.0,0,1,1,1
C_708199,2022-03-01,428,428,0,0,0,0,0.0,0.0,0.0,,,0,0,,0,0.0,0.0,0.0,37.0,0.0,0.0,0,1,1,1
C_709044,2022-03-01,372,372,0,0,0,0,0.0,0.0,0.0,,,0,0,,0,0.0,0.0,0.0,46.0,0.0,0.0,0,1,1,1
C_710912,2022-03-01,99,295,0,9,14,-9,0.0,0.0,11455238.97,15.076923076923077,34.03542649079421,4,1,0.6428571428571429,0,0.0,0.0,0.0,30.454545454545453,0.0,0.0,0,1,1,0
C_714619,2022-03-01,477,771,0,0,0,0,0.0,0.0,0.0,1.5806451612903225,6.798763926837609,0,0,,5,0.0,0.6,6.2,20.96078431372549,0.0,0.0,1,1,1,1
C_717003,2022-03-01,106,778,0,9,25,-9,0.0,0.0,805666.5,10.029850746268655,24.499208490154384,8,2,0.76,3,0.0,0.0,4.766666666666667,25.363636363636363,0.0,0.0,1,1,1,0
C_725793,2022-03-01,477,652,0,0,0,0,0.0,0.0,0.0,175.0,,0,0,,0,0.0,0.0,0.0,37.0,0.0,0.0,0,1,1,1
C_727451,2022-03-01,316,736,0,0,1,0,0.0,0.0,61734.05,84.0,25.71964229922337,1,1,1.0,1,0.0,0.0,2.1,19.33333333333333,0.0,0.0,1,1,1,1
C_728285,2022-03-01,22,673,7,20,30,-6,5427820.78,775402.9685714286,18129772.29,8.240506329113924,15.153247252798543,5,1,0.1333333333333333,4,0.0,0.25,5.324999999999999,24.133333333333333,0.0,0.5199998616365399,1,1,1,0
C_700197,2022-03-01,29,99,4,6,6,2,67932.41,16983.1025,83507.24,14.0,24.24871130596428,3,1,1.0,0,0.0,0.0,0.0,23.2,0.0,0.0,0,1,1,0
C_633091,2022-03-01,477,771,0,0,0,0,0.0,0.0,0.0,42.0,43.339743115682325,0,0,,0,0.0,0.0,0.0,21.25,0.0,0.0,0,1,1,1
C_503606,2022-03-01,246,638,0,0,2,0,0.0,0.0,315801.5,56.0,103.82677881933928,2,1,1.0,1,0.0,1.0,1.2,30.5,0.0,0.0,1,1,1,0
C_631025,2022-03-01,603,701,0,0,0,0,0.0,0.0,0.0,24.5,49.0,0,0,,0,0.0,0.0,0.0,46.5,0.0,0.0,0,1,1,1
C_531512,2022-03-01,225,617,0,0,7,0,0.0,0.0,2038858.96,24.5,51.81891546530089,3,1,1.0,0,0.0,0.0,0.0,16.8,0.1,0.0,0,1,1,0
C_531868,2022-03-01,386,435,0,0,0,0,0.0,0.0,0.0,16.333333333333332,28.290163190291665,0,0,,0,0.0,0.0,0.0,9.0,0.0,0.0,0,1,1,1
C_535492,2022-03-01,274,428,0,0,1,0,0.0,0.0,14887.8,51.333333333333336,88.91194145520237,1,1,1.0,1,1.0,0.0,1.7,44.0,0.0,0.0,1,1,1,1
C_535756,2022-03-01,22,792,28,100,219,-44,36413474.0,1300481.2142857143,104677021.92,1.3580246913580247,4.429726316964234,15,3,0.8538812785388128,26,0.3076923076923077,0.2692307692307692,4.8769230769230765,22.466346153846157,0.0,0.25,1,1,1,0
C_537815,2022-03-01,736,736,0,0,0,0,0.0,0.0,0.0,,,0,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1
C_537870,2022-03-01,610,610,0,0,0,0,0.0,0.0,0.0,0.0,,0,0,,0,0.0,0.0,0.0,23.666666666666668,0.0,0.0,0,1,1,1
C_538682,2022-03-01,15,15,2,2,2,2,13391.59,6695.795,13391.59,0.0,,2,1,1.0,0,0.0,0.0,0.0,36.5,0.0,0.620027752081406,0,1,1,0
C_544893,2022-03-01,106,589,0,1,1,-1,0.0,0.0,113659.67,96.6,182.8327104213029,1,1,1.0,0,0.0,0.0,0.0,44.2,0.0,0.0,0,1,1,1
C_545560,2022-03-01,666,743,0,0,0,0,0.0,0.0,0.0,25.666666666666668,44.45597072760118,0,0,,0,0.0,0.0,0.0,15.0,0.0,0.0,0,1,1,1
C_547873,2022-03-01,8,281,4,4,15,4,17897.28,4474.32,63500.51,19.5,49.73893382915981,14,2,1.0,0,0.0,0.0,0.0,26.0,0.0,0.5099443118536198,0,1,1,0
C_548964,2022-03-01,43,799,2,8,15,-4,43637.8,21818.9,180519.26,16.085106382978722,22.17992608608263,10,2,1.0,6,0.1666666666666666,0.1666666666666666,4.533333333333333,24.0,0.0,0.0,1,1,1,0
C_551070,2022-03-01,400,400,0,0,0,0,0.0,0.0,0.0,,,0,0,,0,0.0,0.0,0.0,11.0,0.0,0.0,0,1,1,1
C_551361,2022-03-01,1,792,19,26,58,12,23509575.03,1237346.0542105264,30488568.86,6.038167938931298,18.556112233792888,17,4,1.0,8,0.25,0.125,4.4625,26.87272727272727,0.0181818181818181,0.609999993068749,1,1,1,0
C_565037,2022-03-01,281,610,0,0,1,0,0.0,0.0,8266.7,329.0,,1,1,1.0,0,0.0,0.0,0.0,14.0,0.0,0.0,0,1,1,1
C_565612,2022-03-01,134,764,0,8,12,-8,0.0,0.0,4639041.68,14.0,35.5681164681363,1,1,1.0,4,0.0,0.0,3.4,17.07894736842105,0.0,0.0,1,1,1,0
C_530981,2022-03-01,22,204,3,11,16,-5,1817683.29,605894.43,8764676.34,12.133333333333333,26.253888600865714,5,1,1.0,1,0.0,1.0,2.8,19.428571428571427,0.0,0.2899999499396773,1,1,1,0
C_566726,2022-03-01,22,694,13,13,21,13,270199.92000000004,20784.609230769234,322709.47000000003,6.927835051546392,32.9027124713527,3,1,1.0,5,0.4,0.0,3.2,24.22222222222222,0.0,0.3000007788586605,1,1,1,0
C_528949,2022-03-01,176,715,0,2,12,-2,0.0,0.0,1351416.55,19.25,29.182218076284947,2,1,1.0,0,0.0,0.0,0.0,23.08695652173913,0.0,0.0,0,1,1,0
C_524968,2022-03-01,8,722,5,12,19,-2,22864.05,4572.81,58103.46,17.414634146341463,32.80013384862636,15,3,1.0,2,0.0,0.5,3.5,22.32,0.0,0.3699519909630048,1,1,1,0
C_746892,2022-03-01,1,792,207,619,1286,-205,12812897.79,61898.05695652174,41116190.1,0.2431601598524439,1.5384234507721954,142,6,0.0318818040435458,148,0.2229729729729729,0.2702702702702703,4.78445945945946,24.79136690647482,0.0047961630695443,0.5800000742672606,1,1,1,0
C_502843,2022-03-01,169,799,0,8,22,-8,0.0,0.0,129058.74,3.442622950819672,13.468144658966766,8,1,1.0,12,0.3333333333333333,0.25,4.041666666666667,24.384615384615383,0.0,0.0,1,1,1,0
C_503953,2022-03-01,337,337,0,0,1,0,0.0,0.0,814450.55,,,1,1,0.0,0,0.0,0.0,0.0,9.0,0.0,0.0,0,1,1,1
C_505416,2022-03-01,267,267,0,0,1,0,0.0,0.0,12568.71,,,1,1,1.0,0,0.0,0.0,0.0,34.0,0.0,0.0,0,1,1,1
C_507964,2022-03-01,50,225,1,7,12,-5,507372.33,507372.33,2401117.95,15.909090909090908,17.172387984520647,2,1,0.4166666666666667,0,0.0,0.0,0.0,18.923076923076923,0.0,0.0,0,1,1,0
C_508661,2022-03-01,680,764,0,0,0,0,0.0,0.0,0.0,14.0,34.292856398964496,0,0,,1,0.0,0.0,6.9,34.0,0.0,0.0,1,1,1,1
C_512037,2022-03-01,106,771,0,6,12,-6,0.0,0.0,653088.87,9.63768115942029,16.98179909274213,3,1,1.0,4,0.25,0.25,5.025,25.875,0.0,0.0,1,1,1,0
C_512992,2022-03-01,218,722,0,0,5,0,0.0,0.0,320844.83,42.0,98.27234883452488,5,1,1.0,0,0.0,0.0,0.0,30.75,0.0,0.0,0,1,1,0
C_514318,2022-03-01,8,652,14,50,139,-22,1426680.47,101905.74785714284,4164952.89,4.322147651006712,16.548972555833412,19,3,1.0,11,0.1818181818181818,0.3636363636363636,2.8545454545454545,26.405405405405407,0.0,0.6800005040618988,1,1,1,0
C_514467,2022-03-01,218,778,0,0,2,0,0.0,0.0,185775.96,15.135135135135137,51.00117763464016,1,1,1.0,4,0.0,0.5,3.675,16.875,0.0,0.0,1,1,1,0
C_515250,2022-03-01,183,183,0,0,11,0,0.0,0.0,68127.14,0.0,0.0,6,1,1.0,1,0.0,0.0,6.7,27.0,0.0,0.0,1,1,1,0
C_518441,2022-03-01,288,764,0,0,1,0,0.0,0.0,766225.1,18.307692307692307,68.24413189763307,1,1,1.0,0,0.0,0.0,0.0,37.2,0.0,0.0,0,1,1,1
C_519849,2022-03-01,421,617,0,0,0,0,0.0,0.0,0.0,0.3525179856115107,2.2352243472543907,0,0,,29,0.1379310344827586,0.4482758620689655,5.0,25.7,0.0,0.0,1,1,1,1
C_520232,2022-03-01,211,211,0,0,3,0,0.0,0.0,280817.08,0.0,0.0,1,1,0.0,0,0.0,0.0,0.0,45.0,0.0,0.0,0,1,1,0
C_523504,2022-03-01,225,463,0,0,7,0,0.0,0.0,2433357.25,8.5,20.104357368122592,2,1,0.0,3,0.0,0.3333333333333333,2.533333333333333,25.45,0.0,0.0,1,1,1,0
C_527060,2022-03-01,134,505,0,18,32,-18,0.0,0.0,4733397.94,11.59375,31.082470295609056,3,1,0.125,1,0.0,0.0,2.9,24.20833333333333,0.0,0.0,1,1,1,0
C_632933,2022-03-01,15,652,3,3,11,3,226276.2,75425.40000000001,395572.61,49.0,96.53065143604216,3,1,1.0,1,0.0,0.0,2.0,15.8,0.0,0.3799988564240379,1,1,1,0
C_568392,2022-03-01,50,757,2,10,42,-6,1083600.08,541800.04,3708964.32,8.416666666666666,18.30478792677415,9,2,1.0,4,0.25,0.75,5.699999999999999,24.45833333333333,0.0416666666666666,0.0,1,1,1,0
C_571033,2022-03-01,50,246,2,4,6,0,74360.6,37180.3,179280.32,39.2,55.69290798656504,4,1,1.0,1,0.0,0.0,1.4,34.25,0.0,0.0,1,1,1,0
C_594561,2022-03-01,1,596,13,34,48,-8,2375756.29,182750.48384615383,3536041.5,2.5105485232067517,13.764549102167605,11,4,1.0,15,0.2666666666666666,0.2666666666666666,4.126666666666667,20.26315789473684,0.0,0.25,1,1,1,0
C_598080,2022-03-01,36,792,3,34,59,-28,367596.65,122532.21666666667,3012062.98,7.957894736842105,23.8719615597924,22,1,0.0847457627118644,2,0.5,0.0,2.25,19.814814814814813,0.0,0.0,1,1,1,0
C_600979,2022-03-01,29,764,1,7,14,-5,281406.22,281406.22,1115200.27,11.136363636363637,19.296780411916757,7,2,1.0,2,0.5,0.5,6.300000000000001,21.14583333333333,0.0,0.0,1,1,1,0
C_603877,2022-03-01,43,785,1,26,61,-24,152311.13,152311.13,1619067.04,3.655172413793104,7.608574523654711,27,4,1.0,6,0.1666666666666666,0.1666666666666666,5.383333333333333,25.58510638297872,0.0212765957446808,0.0,1,1,1,0
C_603968,2022-03-01,57,757,7,105,193,-91,930768.37,132966.91,14075303.53,1.5250544662309369,3.817467859651521,38,3,0.005181347150259,23,0.1739130434782608,0.3478260869565217,5.547826086956522,22.52513966480447,0.0,0.0,1,1,1,0
C_606701,2022-03-01,29,694,2,6,6,-2,27015.09,13507.544999999998,47320.24,110.83333333333331,210.764718742646,5,2,1.0,1,0.0,0.0,4.4,20.5,0.0,0.0,1,1,1,0
C_608571,2022-03-01,141,141,0,2,2,-2,0.0,0.0,4631826.14,0.0,,1,1,1.0,0,0.0,0.0,0.0,39.0,0.0,0.0,0,1,1,0
C_611705,2022-03-01,99,771,0,1,4,-1,0.0,0.0,141959.79,51.69230769230769,75.31310711001176,4,2,1.0,1,0.0,0.0,7.9,22.6,0.0,0.0,1,1,1,0
C_616910,2022-03-01,281,323,0,0,2,0,0.0,0.0,1079523.27,42.0,,2,2,1.0,0,0.0,0.0,0.0,0.5,0.5,0.0,0,1,1,0
C_618530,2022-03-01,8,22,2,2,2,2,1441240.5699999998,720620.2849999999,1441240.5699999998,14.0,,1,1,1.0,0,0.0,0.0,0.0,9.5,0.0,0.3399998277539983,0,1,1,0
C_621209,2022-03-01,99,99,0,7,7,-7,0.0,0.0,1564330.4300000002,0.0,0.0,1,1,1.0,0,0.0,0.0,0.0,21.0,0.0,0.0,0,1,1,0
C_622797,2022-03-01,274,645,0,0,2,0,0.0,0.0,666395.8400000001,20.61111111111111,42.16932100457544,2,1,1.0,0,0.0,0.0,0.0,17.0,0.0,0.0,0,1,1,0
C_624339,2022-03-01,554,582,0,0,0,0,0.0,0.0,0.0,0.1866666666666666,2.286190426597632,0,0,,8,0.375,0.375,4.1875,14.0,0.0,0.0,1,1,1,1
C_625486,2022-03-01,302,379,0,0,6,0,0.0,0.0,224473.41,12.833333333333334,28.14545552423457,3,1,1.0,0,0.0,0.0,0.0,8.0,0.0,0.0,0,1,1,0
C_627716,2022-03-01,29,771,36,36,74,36,2695443.39,74873.4275,2863014.14,4.215909090909091,27.95075214470168,11,1,1.0,2,0.5,0.0,6.75,25.88888888888889,0.0,0.0,1,1,1,0
C_593639,2022-03-01,22,799,6,34,195,-22,5864375.07,977395.845,26007462.7,1.0557065217391304,4.291538270205415,2,2,0.1384615384615384,34,0.2647058823529412,0.2058823529411764,4.6000000000000005,22.859154929577464,0.0093896713615023,0.7099996137405367,1,1,1,0
C_569368,2022-03-01,232,232,0,0,3,0,0.0,0.0,119224.89,0.0,0.0,1,1,1.0,0,0.0,0.0,0.0,44.5,0.0,0.0,0,1,1,0
C_591411,2022-03-01,29,155,10,17,17,3,125979.83,12597.983,159933.48,7.875,8.429116205154607,5,1,1.0,0,0.0,0.0,0.0,24.0,0.0,0.0,0,1,1,0
C_590554,2022-03-01,15,624,6,6,6,6,1044190.5,174031.75,1044190.5,33.833333333333336,128.0479000447971,3,1,1.0,0,0.0,0.0,0.0,31.857142857142858,0.0,0.5299995820121933,0,1,1,0
C_571084,2022-03-01,309,309,0,0,1,0,0.0,0.0,2587.5,,,1,1,1.0,0,0.0,0.0,0.0,21.0,0.0,0.0,0,1,1,1
C_573297,2022-03-01,106,757,0,5,9,-5,0.0,0.0,4627792.45,34.26315789473684,43.583689743938685,1,1,0.8888888888888888,1,1.0,0.0,6.5,25.45,0.0,0.0,1,1,1,0
C_573925,2022-03-01,561,729,0,0,0,0,0.0,0.0,0.0,12.923076923076923,30.08726623911833,0,0,,1,0.0,1.0,2.4,19.76923076923077,0.0,0.0,1,1,1,1
C_575212,2022-03-01,295,449,0,0,1,0,0.0,0.0,1104718.15,154.0,,1,1,1.0,0,0.0,0.0,0.0,37.5,0.0,0.0,0,1,1,1
C_575381,2022-03-01,218,687,0,0,20,0,0.0,0.0,320719.11,7.444444444444445,14.437605218471813,12,2,1.0,3,0.3333333333333333,0.3333333333333333,5.3,17.0,0.0,0.0,1,1,1,0
C_578215,2022-03-01,43,141,4,8,8,0,804539.8999999999,201134.975,1804980.96,14.0,15.652475842498529,3,1,1.0,0,0.0,0.0,0.0,21.75,0.0,0.0,0,1,1,0
C_578664,2022-03-01,491,554,0,0,0,0,0.0,0.0,0.0,63.0,,0,0,,0,0.0,0.0,0.0,30.0,0.0,0.0,0,1,1,1
