customer_info
"C_445916,B,فعال"
"C_445923,B,غیرفعال"
"C_451428,C,غیرفعال"
"C_451674,A,غیرفعال"
"C_453891,C,غیرفعال"
"C_455087,A,غیرفعال"
"C_459713,A,فعال"
"C_459867,B,غیرفعال"
"C_464759,A,غیرفعال"
"C_465208,B,غیرفعال"
"C_465481,B,فعال"
"C_466143,C,غیرفعال"
"C_467066,C,غیرفعال"
"C_467314,A,غیرفعال"
"C_468189,A,فعال"
"C_468898,B,فعال"
"C_469142,C,فعال"
"C_471976,C,غیرفعال"
"C_472366,B,فعال"
"C_472861,B,فعال"
"C_473035,B,فعال"
"C_473635,B,غیرفعال"
"C_474104,C,غیرفعال"
"C_476658,B,فعال"
"C_477520,C,غیرفعال"
"C_479701,B,فعال"
"C_479796,A,فعال"
"C_482570,A,فعال"
"C_482910,B,غیرفعال"
"C_483668,A,غیرفعال"
"C_483750,B,غیرفعال"
"C_486114,A,غیرفعال"
"C_489616,A,غیرفعال"
"C_490597,B,غیرفعال"
"C_491628,C,فعال"
"C_491950,C,غیرفعال"
"C_495457,A,غیرفعال"
"C_495883,A,غیرفعال"
"C_497112,A,غیرفعال"
"C_502843,B,غیرفعال"
"C_503606,A,غیرفعال"
"C_503953,B,غیرفعال"
"C_505416,A,غیرفعال"
"C_507964,A,فعال"
"C_508661,A,غیرفعال"
"C_512037,B,فعال"
"C_512992,C,فعال"
"C_514318,A,فعال"
"C_514467,A,غیرفعال"
"C_515250,C,غیرفعال"
"C_518441,A,غیرفعال"
"C_519849,A,غیرفعال"
"C_520232,B,غیرفعال"
"C_523504,B,غیرفعال"
"C_524968,C,فعال"
"C_527060,B,فعال"
"C_528949,C,غیرفعال"
"C_530981,A,فعال"
"C_531140,A,فعال"
"C_531512,A,غیرفعال"
"C_531868,B,غیرفعال"
"C_535492,C,غیرفعال"
"C_535756,C,فعال"
"C_537815,B,غیرفعال"
"C_537870,C,غیرفعال"
"C_538682,C,فعال"
"C_544893,A,غیرفعال"
"C_545560,A,غیرفعال"
"C_547873,B,فعال"
"C_548964,B,فعال"
"C_551070,C,غیرفعال"
"C_551361,A,فعال"
"C_565005,C,فعال"
"C_565037,B,غیرفعال"
"C_565612,A,غیرفعال"
"C_566726,C,فعال"
"C_568392,B,فعال"
"C_569368,B,غیرفعال"
"C_571033,A,فعال"
"C_571084,C,غیرفعال"
"C_571164,B,فعال"
"C_573297,C,فعال"
"C_573925,B,غیرفعال"
"C_575212,C,غیرفعال"
"C_575381,A,فعال"
"C_578215,A,فعال"
"C_578664,B,غیرفعال"
"C_579127,C,غیرفعال"
"C_579810,C,غیرفعال"
"C_582486,A,غیرفعال"
"C_585824,A,فعال"
"C_585944,A,غیرفعال"
"C_589205,C,غیرفعال"
"C_589300,A,غیرفعال"
"C_590257,A,غیرفعال"
"C_590554,A,فعال"
"C_591112,A,فعال"
"C_591411,C,فعال"
"C_593639,A,فعال"
"C_594561,B,فعال"
"C_598080,C,فعال"
"C_600979,C,فعال"
"C_603877,A,فعال"
"C_603968,A,فعال"
"C_606701,B,فعال"
"C_608571,B,غیرفعال"
"C_611705,A,غیرفعال"
"C_616910,A,غیرفعال"
"C_618530,B,فعال"
"C_621209,B,غیرفعال"
"C_622797,B,غیرفعال"
"C_624339,A,غیرفعال"
"C_625486,A,غیرفعال"
"C_627716,C,فعال"
"C_631025,B,غیرفعال"
"C_632933,C,فعال"
"C_633091,B,غیرفعال"
"C_633514,C,غیرفعال"
"C_633661,A,فعال"
"C_636079,A,فعال"
"C_638314,A,غیرفعال"
"C_642833,C,غیرفعال"
"C_645011,C,غیرفعال"
"C_646025,B,غیرفعال"
"C_649318,C,غیرفعال"
"C_651986,B,غیرفعال"
"C_657627,B,فعال"
"C_658292,C,غیرفعال"
"C_658638,B,غیرفعال"
"C_661757,A,فعال"
"C_662193,B,غیرفعال"
"C_662380,B,غیرفعال"
"C_664019,A,فعال"
"C_665890,A,غیرفعال"
"C_666149,A,غیرفعال"
"C_669722,A,غیرفعال"
"C_671162,A,غیرفعال"
"C_672256,A,فعال"
"C_672706,C,فعال"
"C_673190,C,غیرفعال"
"C_677156,B,غیرفعال"
"C_677190,B,فعال"
"C_682000,B,غیرفعال"
"C_683666,A,فعال"
"C_687039,A,غیرفعال"
"C_687729,C,غیرفعال"
"C_690888,B,غیرفعال"
"C_691158,C,غیرفعال"
"C_691869,A,غیرفعال"
"C_692721,B,فعال"
"C_696763,A,غیرفعال"
"C_697340,C,فعال"
"C_698497,C,فعال"
"C_700197,A,فعال"
"C_701289,C,غیرفعال"
"C_701486,B,غیرفعال"
"C_703200,B,فعال"
"C_703801,A,غیرفعال"
"C_704122,C,غیرفعال"
"C_705572,C,فعال"
"C_705680,A,غیرفعال"
"C_706708,B,غیرفعال"
"C_708199,B,غیرفعال"
"C_709044,B,غیرفعال"
"C_710912,A,فعال"
"C_714619,C,غیرفعال"
"C_717003,A,فعال"
"C_725793,B,غیرفعال"
"C_727451,A,غیرفعال"
"C_728285,A,فعال"
"C_729570,A,فعال"
"C_729868,B,فعال"
"C_730174,B,غیرفعال"
"C_730195,C,غیرفعال"
"C_730316,C,غیرفعال"
"C_731802,B,فعال"
"C_732146,B,فعال"
"C_733251,C,غیرفعال"
"C_734316,C,غیرفعال"
"C_734711,A,غیرفعال"
"C_739258,B,فعال"
"C_739474,B,فعال"
"C_739947,B,فعال"
"C_740649,A,غیرفعال"
"C_740903,C,فعال"
"C_741459,A,غیرفعال"
"C_745468,C,غیرفعال"
"C_745897,A,غیرفعال"
"C_746892,A,فعال"
"C_749079,A,فعال"
"C_749821,C,فعال"
"C_750894,A,غیرفعال"
"C_754545,B,غیرفعال"
"C_754665,A,غیرفعال"
"C_755148,A,غیرفعال"
"C_756222,B,غیرفعال"
"C_758522,B,غیرفعال"
"C_761479,C,غیرفعال"
"C_761946,B,غیرفعال"
"C_762928,B,فعال"
"C_763443,A,غیرفعال"
"C_763947,B,غیرفعال"
"C_768792,C,فعال"
"C_769027,C,غیرفعال"
"C_769450,B,فعال"
"C_769491,A,فعال"
"C_770903,B,غیرفعال"
"C_770924,A,غیرفعال"
"C_771431,B,غیرفعال"
"C_772501,C,فعال"
"C_773326,A,غیرفعال"
"C_773599,C,فعال"
"C_776671,B,غیرفعال"
"C_780041,A,غیرفعال"
"C_780887,C,فعال"
"C_785037,B,غیرفعال"
"C_789545,A,غیرفعال"
"C_790639,A,غیرفعال"
"C_790928,B,فعال"
"C_792125,A,فعال"
"C_793483,C,غیرفعال"
"C_794049,C,فعال"
"C_797326,A,غیرفعال"
"C_799217,B,غیرفعال"
"C_800815,A,فعال"
"C_801352,A,فعال"
"C_802947,A,غیرفعال"
"C_806360,C,غیرفعال"
"C_806376,C,غیرفعال"
"C_806530,B,غیرفعال"
"C_808695,B,فعال"
"C_808942,C,فعال"
"C_812674,C,فعال"
"C_815893,C,غیرفعال"
"C_815913,A,غیرفعال"
"C_820281,A,غیرفعال"
"C_822722,B,غیرفعال"
"C_824449,A,غیرفعال"
"C_825107,A,فعال"
"C_826339,A,غیرفعال"
"C_827200,B,فعال"
"C_828155,A,فعال"
"C_829082,C,فعال"
"C_831485,B,فعال"
"C_832816,A,غیرفعال"
"C_836682,B,غیرفعال"
"C_838088,B,فعال"
"C_839280,B,فعال"
"C_839421,A,غیرفعال"
"C_840617,C,غیرفعال"
"C_841232,B,غیرفعال"
"C_842281,C,غیرفعال"
"C_842603,C,غیرفعال"
"C_843031,B,فعال"
"C_848211,C,فعال"
"C_849859,C,غیرفعال"
"C_851161,B,فعال"
"C_853926,B,فعال"
"C_854820,A,غیرفعال"
"C_857626,C,فعال"
"C_858384,C,غیرفعال"
"C_858494,C,فعال"
"C_860828,C,فعال"
"C_860986,A,غیرفعال"
"C_862106,B,فعال"
"C_866805,C,غیرفعال"
"C_866894,A,فعال"
"C_867370,B,غیرفعال"
"C_870695,A,فعال"
"C_871835,C,فعال"
"C_872928,A,فعال"
"C_873415,C,غیرفعال"
"C_876791,A,غیرفعال"
"C_877858,A,فعال"
"C_878590,A,غیرفعال"
"C_878777,A,غیرفعال"
"C_883391,A,غیرفعال"
"C_883501,A,فعال"
"C_884864,A,فعال"
"C_884977,C,غیرفعال"
"C_886577,B,فعال"
"C_887838,A,غیرفعال"
"C_888956,C,فعال"
"C_889622,C,غیرفعال"
"C_891574,C,فعال"
"C_892680,C,فعال"
"C_894991,C,غیرفعال"
"C_895100,C,غیرفعال"
"C_897743,A,غیرفعال"
"C_899372,A,فعال"
"C_900728,A,فعال"
"C_902072,C,غیرفعال"
"C_903161,A,فعال"
"C_906263,A,غیرفعال"
"C_908293,C,غیرفعال"
"C_909326,A,غیرفعال"
"C_909337,B,غیرفعال"
"C_910651,C,غیرفعال"
"C_914687,B,فعال"
"C_915518,C,فعال"
"C_917207,C,غیرفعال"
"C_918840,B,غیرفعال"
"C_923612,A,غیرفعال"
"C_927798,C,غیرفعال"
"C_930613,A,غیرفعال"
"C_930788,B,غیرفعال"
"C_931525,A,غیرفعال"
"C_932058,C,غیرفعال"
"C_932097,A,غیرفعال"
"C_932446,C,غیرفعال"
"C_933611,C,غیرفعال"
"C_936530,C,غیرفعال"
"C_937594,C,فعال"
"C_938531,A,غیرفعال"
"C_939274,B,غیرفعال"
"C_939370,A,فعال"
"C_940986,C,غیرفعال"
"C_941574,B,فعال"
"C_942497,C,فعال"
"C_943171,A,غیرفعال"
"C_943415,C,غیرفعال"
"C_943921,B,فعال"
"C_944253,A,غیرفعال"
"C_945055,C,غیرفعال"
"C_948070,B,فعال"
"C_948373,C,فعال"
"C_949047,C,غیرفعال"
"C_950113,B,غیرفعال"
"C_951507,A,فعال"
"C_954731,C,غیرفعال"
"C_954849,C,غیرفعال"
"C_957389,C,غیرفعال"
"C_968987,B,غیرفعال"
"C_969004,A,غیرفعال"
"C_969243,C,غیرفعال"
"C_969414,A,فعال"
"C_969707,A,غیرفعال"
"C_978571,A,غیرفعال"
"C_979388,A,غیرفعال"
"C_979950,A,غیرفعال"
"C_980626,B,فعال"
"C_980741,B,غیرفعال"
"C_980765,A,غیرفعال"
"C_980766,B,غیرفعال"
"C_980957,B,فعال"
"C_981891,C,غیرفعال"
"C_983306,B,غیرفعال"
"C_984759,B,فعال"
"C_986633,B,فعال"
"C_997228,C,غیرفعال"
"C_998322,A,غیرفعال"
"CUST-001,A,فعال"
"CUST-002,B,فعال"
"CUST-003,B,فعال"
"CUST-004,B,فعال"
"CUST-005,C,فعال"
"CUST-006,A,فعال"
"CUST-007,A,فعال"
"CUST-008,B,فعال"
"CUST-009,B,فعال"
"CUST-010,B,فعال"
"CUST-011,C,فعال"
"CUST-012,A,فعال"
"CUST-013,A,فعال"
"CUST-014,B,فعال"
"CUST-015,B,فعال"
"CUST-016,B,فعال"
"CUST-017,C,فعال"
"CUST-018,A,فعال"
"CUST-019,A,فعال"
"CUST-020,B,فعال"
