Customer_ID,Location_ID,Customer_Segment,Relationship_Start_Date,Credit_Limit,Payment_Terms_Days,Customer_Status,Source_System,Sales_Rep_ID
C_155853,LOC-015,A,2020-04-27,"33,000.00",0,غیرفعال,MDM,REP-006
C_155990,LOC-003,B,2020-02-03,"123,000.00",0,فعال,MDM,REP-004
C_159514,LOC-011,A,2020-07-20,"563,000.00",0,غیرفعال,MDM,REP-005
C_160952,LOC-015,A,2020-01-06,"295,000.00",0,غیرفعال,MDM,REP-007
C_164398,LOC-004,B,2020-02-03,"25,000.00",0,غیرفعال,MDM,REP-001
C_164510,LOC-011,A,2020-05-11,"270,000.00",0,غیرفعال,MDM,REP-001
C_167944,LOC-004,A,2021-10-25,"592,000.00",0,غیرفعال,MDM,REP-002
C_169164,LOC-004,B,2022-04-11,"63,000.00",0,فعال,MDM,REP-007
C_169861,LOC-005,A,2022-03-28,"465,000.00",0,فعال,MDM,REP-007
C_170045,LOC-013,C,2020-02-10,"34,000.00",0,فعال,MDM,REP-006
C_171277,LOC-012,B,2021-04-19,"361,000.00",0,غیرفعال,MDM,REP-002
C_172705,LOC-006,C,2020-01-06,"33,000.00",0,غیرفعال,MDM,REP-006
C_172854,LOC-013,A,2020-03-30,"223,000.00",0,غیرفعال,MDM,REP-005
C_174878,LOC-013,B,2020-08-10,"1,965,000.00",0,غیرفعال,MDM,REP-001
C_178039,LOC-014,B,2021-01-04,"1,447,000.00",0,فعال,MDM,REP-002
C_180562,LOC-001,A,2022-04-18,"2,225,000.00",0,فعال,MDM,REP-003
C_180745,LOC-013,B,2019-12-16,"2,356,000.00",30,غیرفعال,MDM,REP-007
C_180817,LOC-011,A,2020-02-24,"4,059,000.00",30,فعال,MDM,REP-008
C_181387,LOC-009,C,2020-11-02,"34,000.00",0,فعال,MDM,REP-004
C_182241,LOC-001,A,2020-04-13,"1,186,000.00",30,غیرفعال,MDM,REP-008
C_183105,LOC-001,B,2020-09-07,"1,353,000.00",45,فعال,MDM,REP-008
C_184726,LOC-014,C,2020-03-09,"142,000.00",0,غیرفعال,MDM,REP-008
C_185126,LOC-004,C,2020-01-06,"2,874,000.00",0,فعال,MDM,REP-002
C_189507,LOC-016,A,2021-10-25,"6,747,000.00",0,فعال,MDM,REP-008
C_190305,LOC-006,A,2019-12-30,"1,621,000.00",0,فعال,MDM,REP-008
C_190554,LOC-009,A,2021-11-22,"43,000.00",0,غیرفعال,MDM,REP-007
C_192142,LOC-003,B,2020-11-16,"1,164,000.00",0,غیرفعال,MDM,REP-005
C_193151,LOC-009,B,2020-03-16,"728,000.00",0,غیرفعال,MDM,REP-003
C_195665,LOC-014,C,2020-02-24,"5,000.00",0,غیرفعال,MDM,REP-003
C_196572,LOC-016,B,2021-03-08,"10,000.00",0,غیرفعال,MDM,REP-002
C_197461,LOC-014,B,2020-12-21,"5,025,000.00",0,فعال,MDM,REP-003
C_208015,LOC-009,A,2020-02-10,"328,000.00",0,غیرفعال,MDM,REP-003
C_209453,LOC-015,B,2020-09-21,"87,000.00",30,غیرفعال,MDM,REP-007
C_213928,LOC-015,B,2022-02-07,"3,087,000.00",0,فعال,MDM,REP-001
C_214224,LOC-012,C,2020-12-07,"7,000.00",0,غیرفعال,MDM,REP-008
C_216051,LOC-012,C,2021-07-26,"164,000.00",0,غیرفعال,MDM,REP-002
C_217285,LOC-004,A,2020-02-24,"753,000.00",0,فعال,MDM,REP-001
C_218295,LOC-012,C,2020-11-09,"656,000.00",0,فعال,MDM,REP-008
C_219026,LOC-014,A,2020-05-11,"38,000.00",0,غیرفعال,MDM,REP-001
C_221542,LOC-009,C,2021-11-01,"176,000.00",0,غیرفعال,MDM,REP-001
C_222193,LOC-012,A,2020-08-31,"146,000.00",30,غیرفعال,MDM,REP-008
C_224505,LOC-008,B,2021-06-21,"426,000.00",0,غیرفعال,MDM,REP-005
C_226745,LOC-014,B,2020-06-08,"15,000.00",0,غیرفعال,MDM,REP-003
C_227683,LOC-014,B,2020-12-28,"1,491,000.00",0,غیرفعال,MDM,REP-008
C_227779,LOC-007,B,2019-12-30,"61,000.00",0,فعال,MDM,REP-004
C_233299,LOC-014,A,2021-02-15,"467,000.00",30,غیرفعال,MDM,REP-003
C_233724,LOC-005,B,2020-01-06,"406,000.00",0,غیرفعال,MDM,REP-003
C_235399,LOC-011,C,2020-05-11,"16,000.00",0,غیرفعال,MDM,REP-001
C_235625,LOC-011,A,2020-06-22,"13,000.00",0,غیرفعال,MDM,REP-006
C_237191,LOC-011,A,2022-02-21,"5,299,000.00",0,فعال,MDM,REP-003
C_237751,LOC-013,B,2020-08-03,"399,000.00",0,غیرفعال,MDM,REP-003
C_238413,LOC-004,A,2020-11-30,"13,000.00",0,غیرفعال,MDM,REP-001
C_239085,LOC-011,C,2020-02-10,"394,000.00",0,غیرفعال,MDM,REP-008
C_240236,LOC-003,B,2020-06-15,"6,827,000.00",30,فعال,MDM,REP-004
C_242469,LOC-012,B,2020-01-13,"55,000.00",30,غیرفعال,MDM,REP-007
C_242632,LOC-005,C,2020-08-17,"116,000.00",0,غیرفعال,MDM,REP-008
C_243568,LOC-006,C,2021-11-29,"82,000.00",0,فعال,MDM,REP-006
C_244106,LOC-005,A,2020-04-20,"140,000.00",0,غیرفعال,MDM,REP-001
C_244489,LOC-011,A,2020-12-21,"39,000.00",0,غیرفعال,MDM,REP-007
C_244560,LOC-005,C,2021-10-04,"3,072,000.00",0,غیرفعال,MDM,REP-004
C_245948,LOC-008,A,2020-01-06,"8,961,000.00",90,فعال,MDM,REP-001
C_247907,LOC-015,C,2020-05-11,"280,000.00",0,غیرفعال,MDM,REP-004
C_249009,LOC-009,A,2020-07-20,"120,000.00",0,غیرفعال,MDM,REP-006
C_249135,LOC-014,B,2020-01-27,"23,000.00",0,فعال,MDM,REP-002
C_249788,LOC-016,B,2020-01-20,"79,000.00",0,غیرفعال,MDM,REP-003
C_251455,LOC-007,C,2020-01-20,"216,000.00",0,غیرفعال,MDM,REP-001
C_257237,LOC-007,A,2021-07-19,"6,000.00",0,غیرفعال,MDM,REP-005
C_257260,LOC-016,B,2021-08-09,"21,000.00",0,غیرفعال,MDM,REP-002
C_258325,LOC-003,B,2020-01-13,"869,000.00",90,فعال,MDM,REP-005
C_258818,LOC-006,C,2021-07-05,"748,000.00",30,غیرفعال,MDM,REP-002
C_263291,LOC-015,B,2020-08-17,"21,000.00",0,غیرفعال,MDM,REP-007
C_265163,LOC-003,C,2021-03-29,"832,000.00",0,غیرفعال,MDM,REP-002
C_265923,LOC-011,B,2022-01-31,"132,000.00",0,فعال,MDM,REP-004
C_267443,LOC-007,C,2020-02-10,"195,000.00",0,فعال,MDM,REP-006
C_268031,LOC-008,C,2020-03-16,"21,000.00",0,غیرفعال,MDM,REP-002
C_269097,LOC-003,A,2021-04-26,"5,976,000.00",0,فعال,MDM,REP-003
C_272108,LOC-007,B,2020-12-21,"5,000.00",0,غیرفعال,MDM,REP-001
C_274912,LOC-004,C,2020-02-03,"1,339,000.00",0,غیرفعال,MDM,REP-005
C_276262,LOC-005,A,2021-02-01,"43,000.00",0,فعال,MDM,REP-006
C_276942,LOC-006,C,2020-05-25,"2,094,000.00",0,فعال,MDM,REP-006
C_277610,LOC-004,C,2022-01-24,"1,612,000.00",0,فعال,MDM,REP-006
C_281145,LOC-013,C,2021-05-03,"180,000.00",0,غیرفعال,MDM,REP-007
C_282539,LOC-004,B,2020-11-09,"385,000.00",0,غیرفعال,MDM,REP-005
C_282979,LOC-004,C,2020-02-17,"916,000.00",30,فعال,MDM,REP-005
C_284990,LOC-006,A,2020-02-03,"579,000.00",0,فعال,MDM,REP-006
C_287115,LOC-008,A,2020-08-31,"14,000.00",0,غیرفعال,MDM,REP-004
C_287361,LOC-012,A,2020-02-17,"148,000.00",45,غیرفعال,MDM,REP-007
C_292582,LOC-016,A,2020-10-26,"2,212,000.00",30,غیرفعال,MDM,REP-008
C_297913,LOC-012,B,2020-01-06,"41,000.00",0,فعال,MDM,REP-008
C_298468,LOC-004,C,2020-02-03,"360,000.00",0,فعال,MDM,REP-001
C_298813,LOC-012,A,2020-03-02,"48,000.00",0,غیرفعال,MDM,REP-002
C_299317,LOC-011,B,2020-02-17,"11,700,000.00",0,فعال,MDM,REP-008
C_299825,LOC-010,C,2020-07-27,"178,000.00",0,غیرفعال,MDM,REP-005
C_302517,LOC-002,A,2022-03-28,"128,000.00",0,فعال,MDM,REP-004
C_303006,LOC-002,B,2020-04-27,"3,056,000.00",0,فعال,MDM,REP-003
C_304036,LOC-007,C,2020-03-30,"3,163,000.00",30,فعال,MDM,REP-004
C_304462,LOC-013,B,2021-11-15,"5,000.00",0,غیرفعال,MDM,REP-007
C_307303,LOC-008,B,2021-07-05,"140,000.00",0,غیرفعال,MDM,REP-005
C_310107,LOC-001,C,2020-02-17,"2,298,000.00",0,غیرفعال,MDM,REP-005
C_312584,LOC-003,C,2021-03-01,"70,000.00",0,غیرفعال,MDM,REP-005
C_314119,LOC-011,C,2020-07-13,"1,283,000.00",0,غیرفعال,MDM,REP-008
C_315505,LOC-010,C,2020-01-27,"3,216,000.00",0,فعال,MDM,REP-001
C_316786,LOC-012,A,2020-12-07,"1,585,000.00",0,غیرفعال,MDM,REP-005
C_317124,LOC-016,C,2020-11-02,"1,179,000.00",0,فعال,MDM,REP-002
C_317216,LOC-001,C,2020-04-27,"92,000.00",0,فعال,MDM,REP-005
C_322219,LOC-015,C,2020-02-10,"1,319,000.00",0,غیرفعال,MDM,REP-002
C_322315,LOC-006,B,2020-01-27,"162,000.00",0,غیرفعال,MDM,REP-001
C_322699,LOC-004,C,2020-08-10,"5,000.00",0,غیرفعال,MDM,REP-006
C_323248,LOC-006,C,2020-06-29,"810,000.00",0,غیرفعال,MDM,REP-007
C_324442,LOC-005,B,2022-03-21,"24,000.00",45,فعال,MDM,REP-007
C_328236,LOC-002,B,2019-12-16,"2,105,000.00",90,فعال,MDM,REP-004
C_328349,LOC-005,A,2020-04-27,"427,000.00",0,غیرفعال,MDM,REP-007
C_328434,LOC-002,C,2020-05-11,"163,000.00",0,غیرفعال,MDM,REP-002
C_328511,LOC-008,C,2021-10-18,"186,000.00",0,فعال,MDM,REP-002
C_328979,LOC-016,A,2020-01-27,"173,000.00",0,غیرفعال,MDM,REP-002
C_329432,LOC-010,A,2020-05-04,"2,644,000.00",0,فعال,MDM,REP-002
C_330550,LOC-008,B,2020-01-06,"331,000.00",0,غیرفعال,MDM,REP-007
C_334349,LOC-014,A,2020-01-13,"29,000.00",0,غیرفعال,MDM,REP-002
C_334474,LOC-012,A,2021-08-16,"7,255,000.00",0,فعال,MDM,REP-005
C_335322,LOC-002,A,2022-02-21,"640,000.00",0,فعال,MDM,REP-008
C_335730,LOC-012,C,2020-03-16,"1,951,000.00",0,فعال,MDM,REP-005
C_336021,LOC-011,A,2020-03-02,"112,000.00",0,فعال,MDM,REP-007
C_337945,LOC-003,C,2022-03-07,"5,000.00",0,فعال,MDM,REP-007
C_338236,LOC-012,C,2021-10-04,"4,581,000.00",0,فعال,MDM,REP-001
C_342153,LOC-002,C,2021-03-08,"19,000.00",0,غیرفعال,MDM,REP-008
C_342564,LOC-009,B,2020-02-17,"1,904,000.00",0,فعال,MDM,REP-002
C_346978,LOC-011,C,2020-03-16,"63,000.00",0,غیرفعال,MDM,REP-002
C_348438,LOC-006,A,2020-02-10,"242,000.00",0,غیرفعال,MDM,REP-008
C_350091,LOC-007,A,2020-05-25,"47,000.00",0,غیرفعال,MDM,REP-007
C_352205,LOC-015,C,2020-01-20,"3,703,000.00",0,فعال,MDM,REP-006
C_352740,LOC-004,B,2020-03-09,"282,000.00",0,غیرفعال,MDM,REP-007
C_354860,LOC-002,B,2020-08-17,"149,000.00",0,غیرفعال,MDM,REP-001
C_357434,LOC-014,A,2019-12-23,"1,039,000.00",0,فعال,MDM,REP-002
C_358504,LOC-005,A,2020-05-04,"1,594,000.00",0,فعال,MDM,REP-004
C_360737,LOC-002,B,2020-09-21,"8,000.00",0,غیرفعال,MDM,REP-002
C_361181,LOC-006,C,2020-02-03,"5,389,000.00",30,فعال,MDM,REP-001
C_361746,LOC-005,C,2021-08-09,"426,000.00",0,غیرفعال,MDM,REP-003
C_365032,LOC-011,A,2020-02-17,"295,000.00",0,غیرفعال,MDM,REP-006
C_365277,LOC-014,A,2020-03-02,"1,734,000.00",0,فعال,MDM,REP-006
C_365405,LOC-005,C,2021-11-08,"6,759,000.00",30,فعال,MDM,REP-008
C_371497,LOC-005,A,2020-05-11,"284,000.00",0,فعال,MDM,REP-003
C_374172,LOC-006,A,2019-12-30,"87,000.00",0,غیرفعال,MDM,REP-003
C_376135,LOC-005,B,2020-03-16,"226,000.00",0,غیرفعال,MDM,REP-003
C_376594,LOC-007,A,2020-01-20,"1,279,000.00",30,غیرفعال,MDM,REP-006
C_377241,LOC-014,C,2019-12-30,"41,000.00",0,غیرفعال,MDM,REP-004
C_378580,LOC-003,C,2020-07-13,"786,000.00",0,غیرفعال,MDM,REP-007
C_379035,LOC-015,C,2020-11-16,"14,000.00",0,غیرفعال,MDM,REP-002
C_381828,LOC-006,B,2020-03-23,"5,000.00",0,غیرفعال,MDM,REP-001
C_382272,LOC-007,B,2020-07-13,"6,000.00",0,فعال,MDM,REP-005
C_382534,LOC-010,C,2020-05-25,"1,529,000.00",0,فعال,MDM,REP-007
C_385527,LOC-007,B,2020-07-27,"374,000.00",0,فعال,MDM,REP-003
C_385862,LOC-007,A,2019-12-30,"629,000.00",0,غیرفعال,MDM,REP-005
C_386162,LOC-001,C,2021-06-28,"10,000.00",0,غیرفعال,MDM,REP-001
C_387172,LOC-016,A,2020-01-20,"318,000.00",0,غیرفعال,MDM,REP-007
C_387585,LOC-008,B,2022-04-18,"6,631,000.00",0,فعال,MDM,REP-004
C_389645,LOC-005,A,2020-05-25,"211,000.00",0,غیرفعال,MDM,REP-001
C_389825,LOC-004,C,2022-04-18,"1,375,000.00",0,فعال,MDM,REP-008
C_390208,LOC-007,A,2020-12-28,"305,000.00",0,غیرفعال,MDM,REP-007
C_391166,LOC-001,A,2020-03-30,"1,841,000.00",0,فعال,MDM,REP-004
C_391675,LOC-013,C,2022-04-11,"117,000.00",0,فعال,MDM,REP-006
C_392302,LOC-003,B,2020-04-13,"496,000.00",0,غیرفعال,MDM,REP-007
C_392933,LOC-005,A,2021-06-14,"29,000.00",0,غیرفعال,MDM,REP-007
C_395264,LOC-011,A,2021-06-07,"1,076,000.00",0,غیرفعال,MDM,REP-003
C_398853,LOC-006,B,2019-12-30,"1,374,000.00",30,غیرفعال,MDM,REP-006
C_401016,LOC-016,C,2020-03-30,"13,000.00",0,غیرفعال,MDM,REP-003
C_410063,LOC-008,B,2020-03-02,"212,000.00",0,غیرفعال,MDM,REP-003
C_411261,LOC-003,A,2020-02-03,"4,042,000.00",0,فعال,MDM,REP-006
C_411612,LOC-004,A,2021-04-19,"232,000.00",30,غیرفعال,MDM,REP-007
C_412212,LOC-014,C,2020-04-06,"410,000.00",0,غیرفعال,MDM,REP-004
C_412635,LOC-015,B,2019-12-23,"474,000.00",0,فعال,MDM,REP-002
C_415428,LOC-008,C,2020-03-09,"2,518,000.00",0,غیرفعال,MDM,REP-002
C_416625,LOC-016,B,2020-01-27,"77,000.00",0,غیرفعال,MDM,REP-002
C_417601,LOC-011,B,2020-06-15,"1,430,000.00",0,فعال,MDM,REP-003
C_419410,LOC-013,C,2021-02-15,"990,000.00",0,فعال,MDM,REP-006
C_420287,LOC-003,A,2020-03-02,"279,000.00",30,غیرفعال,MDM,REP-008
C_420849,LOC-003,C,2020-07-27,"2,352,000.00",0,فعال,MDM,REP-003
C_420879,LOC-002,B,2020-02-24,"348,000.00",0,غیرفعال,MDM,REP-006
C_421083,LOC-002,A,2020-03-02,"2,438,000.00",90,فعال,MDM,REP-003
C_421536,LOC-011,A,2019-12-16,"617,000.00",0,غیرفعال,MDM,REP-002
C_422566,LOC-004,A,2020-10-19,"40,000.00",0,غیرفعال,MDM,REP-005
C_422697,LOC-002,A,2020-02-17,"1,061,000.00",0,غیرفعال,MDM,REP-003
C_426424,LOC-016,B,2021-08-30,"211,000.00",0,فعال,MDM,REP-006
C_426816,LOC-015,B,2020-04-20,"2,238,000.00",0,فعال,MDM,REP-004
C_427824,LOC-004,B,2021-05-10,"196,000.00",0,غیرفعال,MDM,REP-001
C_428127,LOC-001,A,2020-02-24,"1,221,000.00",0,فعال,MDM,REP-008
C_431599,LOC-012,B,2021-06-14,"1,191,000.00",0,غیرفعال,MDM,REP-005
C_431655,LOC-008,B,2020-05-18,"797,000.00",0,فعال,MDM,REP-005
C_432760,LOC-014,C,2021-11-08,"1,554,000.00",0,فعال,MDM,REP-002
C_433939,LOC-011,B,2020-06-22,"281,000.00",0,غیرفعال,MDM,REP-006
C_439356,LOC-001,C,2020-03-02,"240,000.00",0,غیرفعال,MDM,REP-001
C_440132,LOC-007,A,2021-07-19,"279,000.00",0,فعال,MDM,REP-006
C_442101,LOC-007,C,2020-10-19,"97,000.00",0,غیرفعال,MDM,REP-006
C_444616,LOC-011,C,2020-01-06,"1,429,000.00",0,فعال,MDM,REP-001
C_445916,LOC-011,B,2020-03-23,"1,301,000.00",0,فعال,MDM,REP-004
C_445923,LOC-010,B,2021-05-10,"132,000.00",0,غیرفعال,MDM,REP-002
C_451428,LOC-009,C,2020-03-23,"565,000.00",0,غیرفعال,MDM,REP-003
C_451674,LOC-004,A,2020-04-27,"5,000.00",0,غیرفعال,MDM,REP-005
C_453891,LOC-002,C,2020-02-10,"615,000.00",0,غیرفعال,MDM,REP-002
C_455087,LOC-015,A,2020-07-06,"516,000.00",0,غیرفعال,MDM,REP-003
C_459713,LOC-004,A,2021-08-30,"1,336,000.00",0,فعال,MDM,REP-005
C_459867,LOC-003,B,2021-05-17,"170,000.00",0,غیرفعال,MDM,REP-003
C_464759,LOC-012,A,2020-11-30,"1,740,000.00",30,غیرفعال,MDM,REP-007
C_465208,LOC-011,B,2021-05-24,"2,736,000.00",0,غیرفعال,MDM,REP-006
C_465481,LOC-006,B,2020-01-13,"1,126,000.00",30,فعال,MDM,REP-002
C_466143,LOC-007,C,2021-02-22,"185,000.00",0,غیرفعال,MDM,REP-007
C_467066,LOC-011,C,2020-02-17,"132,000.00",0,غیرفعال,MDM,REP-007
C_467314,LOC-003,A,2020-02-10,"433,000.00",0,غیرفعال,MDM,REP-007
C_468189,LOC-007,A,2020-07-06,"266,000.00",0,فعال,MDM,REP-003
C_468898,LOC-013,B,2019-12-23,"121,000.00",0,فعال,MDM,REP-007
C_469142,LOC-002,C,2020-08-03,"1,109,000.00",0,فعال,MDM,REP-003
C_471976,LOC-002,C,2021-08-02,"62,000.00",0,غیرفعال,MDM,REP-004
C_472366,LOC-001,B,2021-11-08,"4,523,000.00",0,فعال,MDM,REP-007
C_472861,LOC-001,B,2022-02-07,"171,000.00",0,فعال,MDM,REP-007
C_473035,LOC-001,B,2020-02-17,"2,840,000.00",30,فعال,MDM,REP-007
C_473635,LOC-008,B,2020-10-05,"5,000.00",0,غیرفعال,MDM,REP-005
C_474104,LOC-016,C,2020-04-20,"386,000.00",0,غیرفعال,MDM,REP-005
C_476658,LOC-009,B,2021-09-06,"2,176,000.00",0,فعال,MDM,REP-008
C_477520,LOC-013,C,2020-02-03,"424,000.00",0,غیرفعال,MDM,REP-007
C_479701,LOC-007,B,2021-08-09,"17,000.00",0,فعال,MDM,REP-008
C_479796,LOC-007,A,2020-01-06,"1,351,000.00",30,فعال,MDM,REP-004
C_482570,LOC-007,A,2020-01-20,"45,000.00",0,فعال,MDM,REP-008
C_482910,LOC-014,B,2021-11-22,"818,000.00",30,غیرفعال,MDM,REP-002
C_483668,LOC-015,A,2020-07-27,"811,000.00",0,غیرفعال,MDM,REP-004
C_483750,LOC-004,B,2020-02-03,"719,000.00",0,غیرفعال,MDM,REP-002
C_486114,LOC-006,A,2020-02-03,"14,000.00",0,غیرفعال,MDM,REP-007
C_489616,LOC-014,A,2021-02-22,"91,000.00",0,غیرفعال,MDM,REP-008
C_490597,LOC-006,B,2020-08-24,"187,000.00",0,غیرفعال,MDM,REP-002
C_491628,LOC-007,C,2021-08-16,"5,475,000.00",30,فعال,MDM,REP-005
C_491950,LOC-009,C,2021-05-10,"193,000.00",0,غیرفعال,MDM,REP-004
C_495457,LOC-002,A,2021-08-16,"11,000.00",0,غیرفعال,MDM,REP-003
C_495883,LOC-015,A,2020-06-01,"30,000.00",0,غیرفعال,MDM,REP-007
C_497112,LOC-006,A,2021-05-24,"699,000.00",30,غیرفعال,MDM,REP-005
