Customer_ID,Month_Key,Available_At,Estimated_Total_Purchase,Nafis_Purchase,Main_Competitor,Estimate_Source,Source_System
C_018593,2021-08,2021-09-05,97.00,0.00,رقیب Y,برآورد بازدید,CRM_ESTIMATES
C_018593,2021-09,2021-10-05,108.00,0.00,رقیب Y,مشتری اظهار,CRM_ESTIMATES
C_018593,2021-10,2021-11-05,140.00,0.00,تأمین,برآورد بازدید,CRM_ESTIMATES
C_018593,2021-11,2021-12-05,128.00,0.00,تأمین,فروش کارشناس,CRM_ESTIMATES
C_018593,2021-12,2022-01-05,117.00,0.00,تأمین,مشتری اظهار,CRM_ESTIMATES
C_018593,2022-01,2022-02-05,69.00,0.00,رقیب Y,مشتری اظهار,CRM_ESTIMATES
C_018593,2022-02,2022-03-05,103.00,0.00,رقیب Y,مشتری اظهار,CRM_ESTIMATES
C_018593,2022-03,2022-04-05,91.00,0.00,رقیب Y,برآورد بازدید,CRM_ESTIMATES
C_018593,2022-04,2022-05-05,126.00,0.00,رقیب Y,برآورد بازدید,CRM_ESTIMATES
C_018593,2022-05,2022-06-05,114.00,0.00,رقیب Y,فروش کارشناس,CRM_ESTIMATES
C_018593,2022-06,2022-07-05,53.00,0.00,رقیب Y,مشتری اظهار,CRM_ESTIMATES
C_021668,2021-07,2021-08-05,95.00,0.00,رقیب Y,برآورد بازدید,CRM_ESTIMATES
C_021668,2021-08,2021-09-05,119.00,0.00,تأمین,فروش کارشناس,CRM_ESTIMATES
C_021668,2021-09,2021-10-05,108.00,0.00,رقیب X,مشتری اظهار,CRM_ESTIMATES
C_021668,2021-10,2021-11-05,130.00,0.00,رقیب Y,مشتری اظهار,CRM_ESTIMATES
C_021668,2021-11,2021-12-05,142.00,0.00,رقیب Y,فروش کارشناس,CRM_ESTIMATES
C_021668,2021-12,2022-01-05,107.00,0.00,رقیب Y,فروش کارشناس,CRM_ESTIMATES
C_021668,2022-01,2022-02-05,138.00,0.00,رقیب Z,مشتری اظهار,CRM_ESTIMATES
C_021668,2022-02,2022-03-05,150.00,0.00,رقیب Z,فروش کارشناس,CRM_ESTIMATES
C_021668,2022-03,2022-04-05,60.00,0.00,رقیب Y,برآورد بازدید,CRM_ESTIMATES
C_021668,2022-04,2022-05-05,72.00,0.00,رقیب Y,مشتری اظهار,CRM_ESTIMATES
C_021668,2022-05,2022-06-05,83.00,0.00,رقیب Y,فروش کارشناس,CRM_ESTIMATES
C_021668,2022-06,2022-07-05,95.00,0.00,رقیب Y,برآورد بازدید,CRM_ESTIMATES
C_021985,2021-07,2021-08-05,43.49,19.57,رقیب X,فروش کارشناس,CRM_ESTIMATES
C_021985,2021-08,2021-09-05,34.71,13.19,تأمین,مشتری اظهار,CRM_ESTIMATES
C_021985,2021-09,2021-10-05,35.74,12.15,تأمین,برآورد بازدید,CRM_ESTIMATES
C_021985,2021-10,2021-11-05,30.03,0.00,رقیب Y,مشتری اظهار,CRM_ESTIMATES
C_021985,2021-11,2021-12-05,11.89,0.00,رقیب Y,فروش کارشناس,CRM_ESTIMATES
C_021985,2021-12,2022-01-05,80.42,26.54,رقیب Y,فروش کارشناس,CRM_ESTIMATES
C_021985,2022-01,2022-02-05,15.11,0.00,تأمین,مشتری اظهار,CRM_ESTIMATES
C_021985,2022-02,2022-03-05,17.33,0.00,تأمین,فروش کارشناس,CRM_ESTIMATES
C_021985,2022-03,2022-04-05,19.75,0.00,تأمین,برآورد بازدید,CRM_ESTIMATES
C_021985,2022-04,2022-05-05,117.14,32.80,تأمین,مشتری اظهار,CRM_ESTIMATES
C_021985,2022-05,2022-06-05,52.09,16.67,رقیب Z,فروش کارشناس,CRM_ESTIMATES
C_021985,2022-06,2022-07-05,26.60,0.00,رقیب Z,برآورد بازدید,CRM_ESTIMATES
C_022240,2021-07,2021-08-05,"1,819.69",709.68,رقیب Y,مشتری اظهار,CRM_ESTIMATES
C_022240,2021-08,2021-09-05,"2,018.00",807.20,رقیب X,فروش کارشناس,CRM_ESTIMATES
C_022240,2021-09,2021-10-05,"2,211.16",972.91,رقیب X,برآورد بازدید,CRM_ESTIMATES
C_022240,2021-10,2021-11-05,358.33,258.00,رقیب X,برآورد بازدید,CRM_ESTIMATES
C_022240,2021-11,2021-12-05,"1,238.06",841.88,رقیب X,فروش کارشناس,CRM_ESTIMATES
C_022240,2021-12,2022-01-05,645.90,0.00,رقیب X,فروش کارشناس,CRM_ESTIMATES
C_022240,2022-01,2022-02-05,387.54,0.00,رقیب X,مشتری اظهار,CRM_ESTIMATES
C_022240,2022-02,2022-03-05,330.70,0.00,رقیب X,برآورد بازدید,CRM_ESTIMATES
C_022240,2022-03,2022-04-05,267.97,96.47,رقیب X,فروش کارشناس,CRM_ESTIMATES
C_022240,2022-04,2022-05-05,799.66,255.89,رقیب X,مشتری اظهار,CRM_ESTIMATES
C_022240,2022-05,2022-06-05,684.64,191.70,رقیب X,برآورد بازدید,CRM_ESTIMATES
C_022240,2022-06,2022-07-05,614.89,0.00,رقیب X,فروش کارشناس,CRM_ESTIMATES
C_022746,2021-07,2021-08-05,"2,356.65",0.00,تأمین,برآورد بازدید,CRM_ESTIMATES
C_022746,2021-08,2021-09-05,"2,976.82",0.00,رقیب Z,فروش کارشناس,CRM_ESTIMATES
C_022746,2021-09,2021-10-05,"4,002.88","1,360.98",رقیب Z,مشتری اظهار,CRM_ESTIMATES
C_022746,2021-10,2021-11-05,"3,249.69",0.00,تأمین,مشتری اظهار,CRM_ESTIMATES
C_022746,2021-11,2021-12-05,"3,522.57",0.00,تأمین,فروش کارشناس,CRM_ESTIMATES
C_022746,2021-12,2022-01-05,"10,001.06","3,600.38",رقیب X,فروش کارشناس,CRM_ESTIMATES
C_022746,2022-01,2022-02-05,"3,324.11",0.00,رقیب X,فروش کارشناس,CRM_ESTIMATES
C_022746,2022-02,2022-03-05,"3,596.99",0.00,رقیب X,برآورد بازدید,CRM_ESTIMATES
C_022746,2022-03,2022-04-05,"1,389.18",0.00,رقیب X,مشتری اظهار,CRM_ESTIMATES
C_022746,2022-04,2022-05-05,"1,662.06",0.00,رقیب X,فروش کارشناس,CRM_ESTIMATES
C_022746,2022-05,2022-06-05,"1,959.74",0.00,رقیب X,برآورد بازدید,CRM_ESTIMATES
C_022746,2022-06,2022-07-05,"2,232.61",0.00,رقیب X,مشتری اظهار,CRM_ESTIMATES
C_023073,2021-07,2021-08-05,61.88,15.47,تأمین,فروش کارشناس,CRM_ESTIMATES
C_023073,2021-08,2021-09-05,37.83,26.10,رقیب Z,مشتری اظهار,CRM_ESTIMATES
C_023073,2021-09,2021-10-05,98.38,63.95,رقیب Z,برآورد بازدید,CRM_ESTIMATES
C_023073,2021-10,2021-11-05,84.60,63.45,تأمین,برآورد بازدید,CRM_ESTIMATES
C_023073,2021-11,2021-12-05,39.58,0.00,تأمین,مشتری اظهار,CRM_ESTIMATES
C_023073,2021-12,2022-01-05,27.34,0.00,تأمین,مشتری اظهار,CRM_ESTIMATES
C_023073,2022-01,2022-02-05,38.50,0.00,رقیب X,برآورد بازدید,CRM_ESTIMATES
C_023073,2022-02,2022-03-05,42.46,0.00,رقیب X,مشتری اظهار,CRM_ESTIMATES
C_023073,2022-03,2022-04-05,46.77,0.00,رقیب X,فروش کارشناس,CRM_ESTIMATES
C_023073,2022-04,2022-05-05,15.84,10.93,رقیب X,برآورد بازدید,CRM_ESTIMATES
C_023073,2022-05,2022-06-05,18.35,0.00,تأمین,مشتری اظهار,CRM_ESTIMATES
C_023073,2022-06,2022-07-05,22.67,0.00,تأمین,فروش کارشناس,CRM_ESTIMATES
C_027096,2021-07,2021-08-05,88.00,0.00,رقیب Y,برآورد بازدید,CRM_ESTIMATES
C_027096,2021-08,2021-09-05,145.00,0.00,رقیب Y,فروش کارشناس,CRM_ESTIMATES
C_027096,2021-09,2021-10-05,56.00,0.00,رقیب Y,برآورد بازدید,CRM_ESTIMATES
C_027096,2021-10,2021-11-05,53.00,0.00,رقیب Y,فروش کارشناس,CRM_ESTIMATES
C_027096,2021-11,2021-12-05,142.00,0.00,رقیب Y,مشتری اظهار,CRM_ESTIMATES
C_027096,2021-12,2022-01-05,76.00,0.00,رقیب Y,مشتری اظهار,CRM_ESTIMATES
C_027096,2022-01,2022-02-05,127.00,0.00,رقیب Z,فروش کارشناس,CRM_ESTIMATES
C_027096,2022-02,2022-03-05,115.00,0.00,رقیب Z,مشتری اظهار,CRM_ESTIMATES
C_027096,2022-03,2022-04-05,104.00,0.00,رقیب Z,برآورد بازدید,CRM_ESTIMATES
C_027096,2022-04,2022-05-05,83.00,0.00,رقیب Y,مشتری اظهار,CRM_ESTIMATES
C_027096,2022-05,2022-06-05,71.00,0.00,رقیب Y,برآورد بازدید,CRM_ESTIMATES
C_027096,2022-06,2022-07-05,60.00,0.00,رقیب Y,فروش کارشناس,CRM_ESTIMATES
C_028208,2021-07,2021-08-05,8.34,0.00,رقیب Z,مشتری اظهار,CRM_ESTIMATES
C_028208,2021-08,2021-09-05,3.77,0.00,تأمین,برآورد بازدید,CRM_ESTIMATES
C_028208,2021-09,2021-10-05,4.40,0.00,تأمین,مشتری اظهار,CRM_ESTIMATES
C_028208,2021-10,2021-11-05,3.14,0.00,رقیب Z,مشتری اظهار,CRM_ESTIMATES
C_028208,2021-11,2021-12-05,8.28,0.00,رقیب Z,برآورد بازدید,CRM_ESTIMATES
C_028208,2021-12,2022-01-05,7.93,5.71,رقیب Z,فروش کارشناس,CRM_ESTIMATES
C_028208,2022-01,2022-02-05,6.22,0.00,رقیب Y,برآورد بازدید,CRM_ESTIMATES
C_028208,2022-02,2022-03-05,8.17,0.00,رقیب Y,برآورد بازدید,CRM_ESTIMATES
C_028208,2022-03,2022-04-05,7.54,0.00,رقیب Y,فروش کارشناس,CRM_ESTIMATES
C_028208,2022-04,2022-05-05,3.71,0.00,رقیب Y,فروش کارشناس,CRM_ESTIMATES
C_028208,2022-05,2022-06-05,3.08,0.00,رقیب Y,مشتری اظهار,CRM_ESTIMATES
C_028208,2022-06,2022-07-05,5.02,0.00,رقیب X,مشتری اظهار,CRM_ESTIMATES
C_029626,2021-07,2021-08-05,141.00,0.00,تأمین,برآورد بازدید,CRM_ESTIMATES
C_029626,2021-08,2021-09-05,139.00,0.00,رقیب X,برآورد بازدید,CRM_ESTIMATES
C_029626,2021-09,2021-10-05,128.00,0.00,رقیب X,فروش کارشناس,CRM_ESTIMATES
C_029626,2021-10,2021-11-05,130.00,0.00,رقیب X,فروش کارشناس,CRM_ESTIMATES
C_029626,2021-11,2021-12-05,142.00,0.00,تأمین,مشتری اظهار,CRM_ESTIMATES
C_029626,2021-12,2022-01-05,52.00,0.00,تأمین,فروش کارشناس,CRM_ESTIMATES
C_029626,2022-01,2022-02-05,76.00,0.00,رقیب Z,مشتری اظهار,CRM_ESTIMATES
C_029626,2022-02,2022-03-05,143.00,0.00,رقیب Z,مشتری اظهار,CRM_ESTIMATES
C_029626,2022-03,2022-04-05,53.00,0.00,رقیب Z,فروش کارشناس,CRM_ESTIMATES
C_029626,2022-04,2022-05-05,110.00,0.00,رقیب Z,مشتری اظهار,CRM_ESTIMATES
C_029626,2022-05,2022-06-05,122.00,0.00,رقیب Z,فروش کارشناس,CRM_ESTIMATES
C_029626,2022-06,2022-07-05,87.00,0.00,رقیب Z,فروش کارشناس,CRM_ESTIMATES
C_031511,2021-07,2021-08-05,121.79,0.00,تأمین,فروش کارشناس,CRM_ESTIMATES
C_031511,2021-08,2021-09-05,261.55,0.00,رقیب Z,فروش کارشناس,CRM_ESTIMATES
C_031511,2021-09,2021-10-05,239.59,0.00,رقیب Z,مشتری اظهار,CRM_ESTIMATES
C_031511,2021-10,2021-11-05,175.70,0.00,رقیب X,فروش کارشناس,CRM_ESTIMATES
C_031511,2021-11,2021-12-05,199.66,0.00,تأمین,برآورد بازدید,CRM_ESTIMATES
C_031511,2021-12,2022-01-05,221.62,0.00,تأمین,مشتری اظهار,CRM_ESTIMATES
C_031511,2022-01,2022-02-05,239.59,0.00,رقیب X,فروش کارشناس,CRM_ESTIMATES
C_031511,2022-02,2022-03-05,171.71,0.00,رقیب X,فروش کارشناس,CRM_ESTIMATES
C_031511,2022-03,2022-04-05,195.67,0.00,رقیب X,برآورد بازدید,CRM_ESTIMATES
C_031511,2022-04,2022-05-05,125.79,0.00,رقیب X,برآورد بازدید,CRM_ESTIMATES
C_031511,2022-05,2022-06-05,434.04,199.66,رقیب X,مشتری اظهار,CRM_ESTIMATES
C_031511,2022-06,2022-07-05,281.52,0.00,رقیب Y,مشتری اظهار,CRM_ESTIMATES
C_034287,2021-07,2021-08-05,133.00,0.00,رقیب Y,فروش کارشناس,CRM_ESTIMATES
C_034287,2021-08,2021-09-05,109.00,0.00,تأمین,برآورد بازدید,CRM_ESTIMATES
C_034287,2021-09,2021-10-05,120.00,0.00,رقیب Z,مشتری اظهار,CRM_ESTIMATES
C_034287,2021-10,2021-11-05,146.00,0.00,رقیب Y,مشتری اظهار,CRM_ESTIMATES
C_034287,2021-11,2021-12-05,135.00,0.00,رقیب Y,برآورد بازدید,CRM_ESTIMATES
C_034287,2021-12,2022-01-05,68.00,0.00,رقیب X,برآورد بازدید,CRM_ESTIMATES
C_034287,2022-01,2022-02-05,51.00,0.00,تأمین,برآورد بازدید,CRM_ESTIMATES
C_034287,2022-02,2022-03-05,141.00,0.00,تأمین,فروش کارشناس,CRM_ESTIMATES
C_034287,2022-03,2022-04-05,130.00,0.00,تأمین,مشتری اظهار,CRM_ESTIMATES
C_034287,2022-04,2022-05-05,109.00,0.00,رقیب Z,فروش کارشناس,CRM_ESTIMATES
C_034287,2022-05,2022-06-05,97.00,0.00,رقیب Z,مشتری اظهار,CRM_ESTIMATES
C_034287,2022-06,2022-07-05,86.00,0.00,رقیب Z,برآورد بازدید,CRM_ESTIMATES
C_035154,2021-07,2021-08-05,12.10,7.02,رقیب X,مشتری اظهار,CRM_ESTIMATES
C_035154,2021-08,2021-09-05,8.57,5.57,رقیب Y,فروش کارشناس,CRM_ESTIMATES
C_035154,2021-09,2021-10-05,6.55,0.00,رقیب Y,برآورد بازدید,CRM_ESTIMATES
C_035154,2021-10,2021-11-05,5.16,0.00,رقیب X,مشتری اظهار,CRM_ESTIMATES
C_035154,2021-11,2021-12-05,4.41,0.00,رقیب X,برآورد بازدید,CRM_ESTIMATES
C_035154,2021-12,2022-01-05,6.61,0.00,رقیب X,برآورد بازدید,CRM_ESTIMATES
C_035154,2022-01,2022-02-05,6.17,0.00,رقیب X,مشتری اظهار,CRM_ESTIMATES
C_035154,2022-02,2022-03-05,5.48,0.00,رقیب X,برآورد بازدید,CRM_ESTIMATES
C_035154,2022-03,2022-04-05,4.72,0.00,رقیب X,فروش کارشناس,CRM_ESTIMATES
C_035154,2022-04,2022-05-05,3.40,0.00,تأمین,برآورد بازدید,CRM_ESTIMATES
